sulfur,genotype,cpd,batch,value,relative
S1500,bglu28bglu30,G14,5,0.312644504,73.95268199
S150,wt,G14,1,0.399175623,94.42068411
S150,wt,G14,2,0.072404175,17.12642596
S150,wt,G14,3,0.066963295,15.83944445
S150,wt,G14,4,0.140837749,33.31364912
S150,wt,G14,5,0.183025408,43.29268426
S150,bglu28bglu30,G14,1,0.656153817,155.2061014
S150,bglu28bglu30,G14,2,0.491139444,116.173733
S150,bglu28bglu30,G14,3,0.423590304,100.1957133
S150,bglu28bglu30,G14,4,0.447040264,105.7425481
S150,bglu28bglu30,G14,5,0.550394283,130.1898256
S15,wt,G14,1,0.000257207,0.060839556
S15,wt,G14,2,0.000239937,0.056754503
S15,wt,G14,3,0.000253091,0.059865959
S15,wt,G14,4,0.000258884,0.061236293
S15,wt,G14,5,0.003449646,0.815976596
S15,bglu28bglu30,G14,1,0.686912087,162.4816381
S15,bglu28bglu30,G14,2,0.795391969,188.1413831
S15,bglu28bglu30,G14,3,0.49513259,117.1182687
S15,bglu28bglu30,G14,4,0.811231837,191.8881328
S15,bglu28bglu30,G14,5,0.696694211,164.7954941
S0,wt,G14,1,0.005558576,1.314821135
S0,wt,G14,2,0.000247756,0.058603952
S0,wt,G14,3,0.000256912,0.060769735
S0,wt,G14,4,0.000258917,0.061243967
S0,wt,G14,5,0.014308652,3.38455726
S0,bglu28bglu30,G14,1,0.800151754,189.2672588
S0,bglu28bglu30,G14,2,0.770925731,182.3541588
S0,bglu28bglu30,G14,3,0.805430122,190.5157998
S0,bglu28bglu30,G14,4,0.467361598,110.5493404
S0,bglu28bglu30,G14,5,0.889708467,210.4509324
S1500,wt,G15,1,1.141769364,81.26750791
S1500,wt,G15,2,1.335242225,95.03829013
S1500,wt,G15,3,1.353082506,96.30810459
S1500,wt,G15,4,1.597505842,113.7053794
S1500,wt,G15,5,1.597159362,113.680718
S1500,bglu28bglu30,G15,1,1.795134107,127.7719301
S1500,bglu28bglu30,G15,2,2.25981739,160.8466065
S1500,bglu28bglu30,G15,3,1.803686764,128.3806809
S1500,bglu28bglu30,G15,4,1.689643911,120.2634738
S1500,bglu28bglu30,G15,5,2.05388336,146.188878
S150,wt,G15,1,1.527469375,108.7204067
S150,wt,G15,2,0.755183987,53.75159172
S150,wt,G15,3,0.811500146,57.75999658
S150,wt,G15,4,0.931780545,66.32117243
S150,wt,G15,5,1.009012777,71.81831675
S150,bglu28bglu30,G15,1,2.242184247,159.5915356
S150,bglu28bglu30,G15,2,1.548349819,110.2066101
S150,bglu28bglu30,G15,3,1.502672901,106.9554726
S150,bglu28bglu30,G15,4,2.113032899,150.3989538
S150,bglu28bglu30,G15,5,1.797542507,127.9433523
S15,wt,G15,1,0.000257207,0.01830718
S15,wt,G15,2,0.000239937,0.01707795
S15,wt,G15,3,0.000253091,0.018014216
S15,wt,G15,4,0.000258884,0.018426562
S15,wt,G15,5,0.000244275,0.01738669
S15,bglu28bglu30,G15,1,1.154890415,82.20142255
S15,bglu28bglu30,G15,2,0.929730064,66.17522567
S15,bglu28bglu30,G15,3,1.164982743,82.91976235
S15,bglu28bglu30,G15,4,1.052422345,74.90807161
S15,bglu28bglu30,G15,5,1.89111601,134.6036163
S0,wt,G15,1,0.020968524,1.492472785
S0,wt,G15,2,0.000247756,0.017634467
S0,wt,G15,3,0.000256912,0.018286171
S0,wt,G15,4,0.000258917,0.018428871
S0,wt,G15,5,0.06337667,4.510949564
S0,bglu28bglu30,G15,1,1.322603652,94.13871677
S0,bglu28bglu30,G15,2,1.070604213,76.20219907
S0,bglu28bglu30,G15,3,1.417139861,100.8675031
S0,bglu28bglu30,G15,4,1.119213968,79.6620867
S0,bglu28bglu30,G15,5,1.066738642,75.92706004
S1500,wt,G16,1,2.261629439,103.3597341
S1500,wt,G16,2,1.986648312,90.79269917
S1500,wt,G16,3,2.011918867,91.94760007
S1500,wt,G16,4,2.229677059,101.8994641
S1500,wt,G16,5,2.450699354,112.0005025
S1500,bglu28bglu30,G16,1,1.697176241,77.56340714
S1500,bglu28bglu30,G16,2,1.806058375,82.53947803
S1500,bglu28bglu30,G16,3,1.563320057,71.44598609
S1500,bglu28bglu30,G16,4,1.479603926,67.62003789
S1500,bglu28bglu30,G16,5,1.595882906,72.93415536
S150,wt,G16,1,2.126760787,97.1960418
S150,wt,G16,2,0.880916446,40.25915477
S150,wt,G16,3,0.864301476,39.49982661
S150,wt,G16,4,1.115740528,50.99095469
S150,wt,G16,5,1.068694828,48.84089823
S150,bglu28bglu30,G16,1,0.950355804,43.43263382
S150,bglu28bglu30,G16,2,0.950584219,43.44307269
S150,bglu28bglu30,G16,3,0.917445842,41.92860096
S150,bglu28bglu30,G16,4,0.921772543,42.12633746
S150,bglu28bglu30,G16,5,0.867428496,39.64273597
S15,wt,G16,1,0.000257207,0.011754735
S15,wt,G16,2,0.000239937,0.010965467
S15,wt,G16,3,0.000253091,0.011566627
S15,wt,G16,4,0.000258884,0.011831388
S15,wt,G16,5,0.000244275,0.011163704
S15,bglu28bglu30,G16,1,0.328964065,15.03413321
S15,bglu28bglu30,G16,2,0.477133378,21.80568496
S15,bglu28bglu30,G16,3,0.18777664,8.581663837
S15,bglu28bglu30,G16,4,0.41139325,18.80126609
S15,bglu28bglu30,G16,5,0.527525216,24.1086648
S0,wt,G16,1,0.018245956,0.833866575
S0,wt,G16,2,0.000247756,0.011322797
S0,wt,G16,3,0.000256912,0.011741245
S0,wt,G16,4,0.000258917,0.011832871
S0,wt,G16,5,0.036153411,1.652263151
S0,bglu28bglu30,G16,1,0.388912862,17.77387988
S0,bglu28bglu30,G16,2,0.726996269,33.22478023
S0,bglu28bglu30,G16,3,1.288993053,58.90884552
S0,bglu28bglu30,G16,4,0.11758317,5.373720833
S0,bglu28bglu30,G16,5,0.23465012,10.72384963
S1500,wt,G17,1,0.17446231,101.8219956
S1500,wt,G17,2,0.185696273,108.3785093
S1500,wt,G17,3,0.145990303,85.20478709
S1500,wt,G17,4,0.143814134,83.93470226
S1500,wt,G17,5,0.20673945,120.6600057
S1500,bglu28bglu30,G17,1,0.163988717,95.70925909
S1500,bglu28bglu30,G17,2,0.22111439,129.0496982
S1500,bglu28bglu30,G17,3,0.283079644,165.2146768
S1500,bglu28bglu30,G17,4,0.222139749,129.6481317
S1500,bglu28bglu30,G17,5,0.22992243,134.1903626
S150,wt,G17,1,0.115818704,67.59564036
S150,wt,G17,2,0.021726525,12.68032133
S150,wt,G17,3,0.037672041,21.98665362
S150,wt,G17,4,0.054081437,31.56372195
S150,wt,G17,5,0.036825597,21.49264073
S150,bglu28bglu30,G17,1,0.109968237,64.18111326
S150,bglu28bglu30,G17,2,0.053506794,31.22834105
S150,bglu28bglu30,G17,3,0.075703547,44.18310287
S150,bglu28bglu30,G17,4,0.085313741,49.7919313
S150,bglu28bglu30,G17,5,0.102326494,59.72113888
S15,wt,G17,1,0.000257207,0.150114584
S15,wt,G17,2,0.000239937,0.140035188
S15,wt,G17,3,0.000253091,0.147712347
S15,wt,G17,4,0.000258884,0.151093487
S15,wt,G17,5,0.000244275,0.142566783
S15,bglu28bglu30,G17,1,0.044574762,26.0153105
S15,bglu28bglu30,G17,2,0.047072785,27.47323988
S15,bglu28bglu30,G17,3,0.058218574,33.97829261
S15,bglu28bglu30,G17,4,0.055955595,32.65754257
S15,bglu28bglu30,G17,5,0.080121867,46.76178105
S0,wt,G17,1,0.000232937,0.135949774
S0,wt,G17,2,0.000247756,0.144598489
S0,wt,G17,3,0.000256912,0.149942309
S0,wt,G17,4,0.000258917,0.151112422
S0,wt,G17,5,0.000256702,0.149819871
S0,bglu28bglu30,G17,1,0.058708381,34.26415997
S0,bglu28bglu30,G17,2,0.064408408,37.59088523
S0,bglu28bglu30,G17,3,0.097841381,57.10347808
S0,bglu28bglu30,G17,4,0.085437019,49.86388035
S0,bglu28bglu30,G17,5,0.040197649,23.46068225
S1500,wt,G18,1,5.120366188,91.17316691
S1500,wt,G18,2,5.902951317,105.1078665
S1500,wt,G18,3,5.865744733,104.4453666
S1500,wt,G18,4,6.040301447,107.5535209
S1500,wt,G18,5,5.151081261,91.72007905
S1500,bglu28bglu30,G18,1,5.427931398,96.64966863
S1500,bglu28bglu30,G18,2,6.56925098,116.9719887
S1500,bglu28bglu30,G18,3,7.215536327,128.4797364
S1500,bglu28bglu30,G18,4,6.254172667,111.3617088
S1500,bglu28bglu30,G18,5,5.059804286,90.09480256
S150,wt,G18,1,4.653940558,82.86799883
S150,wt,G18,2,1.24889574,22.23781964
S150,wt,G18,3,2.160680561,38.47304709
S150,wt,G18,4,2.104608085,37.47462137
S150,wt,G18,5,2.370140843,42.20269386
S150,bglu28bglu30,G18,1,2.357897683,41.98469232
S150,bglu28bglu30,G18,2,1.263662244,22.5007518
S150,bglu28bglu30,G18,3,3.135077345,55.82314225
S150,bglu28bglu30,G18,4,2.274965195,40.50799764
S150,bglu28bglu30,G18,5,3.333092283,59.34899339
S15,wt,G18,1,0.003383816,0.060252183
S15,wt,G18,2,0.011048138,0.196722992
S15,wt,G18,3,0.001676475,0.029851294
S15,wt,G18,4,0.006103198,0.108673456
S15,wt,G18,5,0.007873704,0.140199063
S15,bglu28bglu30,G18,1,0.014409509,0.256575509
S15,bglu28bglu30,G18,2,0.101325991,1.804209141
S15,bglu28bglu30,G18,3,0.026277036,0.46788853
S15,bglu28bglu30,G18,4,0.019469777,0.346678569
S15,bglu28bglu30,G18,5,0.030583791,0.544574546
S0,wt,G18,1,0.009159316,0.163090655
S0,wt,G18,2,0.00405923,0.0722786
S0,wt,G18,3,0.005914883,0.105320313
S0,wt,G18,4,0.005115419,0.091085071
S0,wt,G18,5,0.025493086,0.453929528
S0,bglu28bglu30,G18,1,0.01440961,0.256577317
S0,bglu28bglu30,G18,2,0.09823987,1.749257721
S0,bglu28bglu30,G18,3,0.292906119,5.215482151
S0,bglu28bglu30,G18,4,0.014145642,0.251877107
S0,bglu28bglu30,G18,5,0.041529671,0.739476721
S1500,wt,G19,1,15.8572774,82.27394733
S1500,wt,G19,2,19.71764376,102.3030842
S1500,wt,G19,3,20.46032896,106.1564343
S1500,wt,G19,4,18.91949426,98.16196282
S1500,wt,G19,5,21.41402066,111.1045713
S1500,bglu28bglu30,G19,1,18.55098738,96.25000057
S1500,bglu28bglu30,G19,2,25.22291372,130.8666439
S1500,bglu28bglu30,G19,3,21.70943811,112.6373161
S1500,bglu28bglu30,G19,4,23.51975927,122.0299921
S1500,bglu28bglu30,G19,5,21.59218599,112.0289649
S150,wt,G19,1,23.25589165,120.6609405
S150,wt,G19,2,19.86768579,103.0815627
S150,wt,G19,3,23.15297099,120.1269467
S150,wt,G19,4,21.44884068,111.2852316
S150,wt,G19,5,23.02877471,119.4825663
S150,bglu28bglu30,G19,1,20.19618207,104.7859338
S150,bglu28bglu30,G19,2,19.74638247,102.4521922
S150,bglu28bglu30,G19,3,25.63864646,133.0236329
S150,bglu28bglu30,G19,4,21.71681448,112.6755877
S150,bglu28bglu30,G19,5,25.91558644,134.4605092
S15,wt,G19,1,0.013893812,0.072086695
S15,wt,G19,2,0.051852302,0.269030642
S15,wt,G19,3,0.022158629,0.114967899
S15,wt,G19,4,0.024650966,0.127899147
S15,wt,G19,5,0.084117435,0.436435159
S15,bglu28bglu30,G19,1,2.375387592,12.32446836
S15,bglu28bglu30,G19,2,2.501375358,12.97814368
S15,bglu28bglu30,G19,3,0.639198551,3.316419746
S15,bglu28bglu30,G19,4,2.845054186,14.76128798
S15,bglu28bglu30,G19,5,2.781700776,14.43258495
S0,wt,G19,1,0.000232937,0.001208571
S0,wt,G19,2,0.000247756,0.001285457
S0,wt,G19,3,0.000256912,0.001332962
S0,wt,G19,4,0.000258917,0.001343365
S0,wt,G19,5,0.000256702,0.001331874
S0,bglu28bglu30,G19,1,0.444472088,2.306100361
S0,bglu28bglu30,G19,2,0.56249849,2.918468911
S0,bglu28bglu30,G19,3,1.215121635,6.304540868
S0,bglu28bglu30,G19,4,0.861931668,4.472048947
S0,bglu28bglu30,G19,5,0.887763209,4.606073394
S1500,wt,G20,1,5.264624547,97.37125968
S1500,wt,G20,2,5.075408414,93.87163438
S1500,wt,G20,3,5.378252261,99.47284803
S1500,wt,G20,4,5.416478768,100.179862
S1500,wt,G20,5,5.899006367,109.1043959
S1500,bglu28bglu30,G20,1,5.990612409,110.7986849
S1500,bglu28bglu30,G20,2,7.568661185,139.9853051
S1500,bglu28bglu30,G20,3,7.241223833,133.9292251
S1500,bglu28bglu30,G20,4,6.047364188,111.848331
S1500,bglu28bglu30,G20,5,6.295554312,116.4387029
S150,wt,G20,1,7.583766739,140.2646882
S150,wt,G20,2,3.15539996,58.36033816
S150,wt,G20,3,4.618570919,85.42224887
S150,wt,G20,4,5.171268493,95.64460348
S150,wt,G20,5,4.675826171,86.48120683
S150,bglu28bglu30,G20,1,5.039790943,93.21287553
S150,bglu28bglu30,G20,2,3.659046025,67.67546622
S150,bglu28bglu30,G20,3,5.188843308,95.96965646
S150,bglu28bglu30,G20,4,5.12119506,94.71847603
S150,bglu28bglu30,G20,5,5.19329343,96.05196318
S15,wt,G20,1,0.064757281,1.197710873
S15,wt,G20,2,0.218784618,4.046505824
S15,wt,G20,3,0.156821045,2.90046565
S15,wt,G20,4,0.111238195,2.057393273
S15,wt,G20,5,0.375882228,6.952086657
S15,bglu28bglu30,G20,1,0.580381624,10.73438178
S15,bglu28bglu30,G20,2,0.9200036,17.01582109
S15,bglu28bglu30,G20,3,0.375946176,6.953269396
S15,bglu28bglu30,G20,4,0.70263336,12.99547475
S15,bglu28bglu30,G20,5,1.012740608,18.73102779
S0,wt,G20,1,0.124457781,2.301894616
S0,wt,G20,2,0.077194503,1.427742077
S0,wt,G20,3,0.096163663,1.778584006
S0,wt,G20,4,0.067286254,1.244485205
S0,wt,G20,5,0.103283579,1.910269599
S0,bglu28bglu30,G20,1,0.340562125,6.298827737
S0,bglu28bglu30,G20,2,0.291257305,5.386916094
S0,bglu28bglu30,G20,3,0.385657713,7.132888012
S0,bglu28bglu30,G20,4,0.303265948,5.609020562
S0,bglu28bglu30,G20,5,0.326675491,6.041989092
