sulfur,genotype,pot,sample,batch,cpd,value
S3,bglu28bglu30,2,2,1,G09,0.088964319
S3,bglu28bglu30,2,3,1,G09,0.021753978
S3,bglu28bglu30,2,4,1,G09,0.115548447
S3,bglu28bglu30,2,5,1,G09,0.255624914
S3,bglu28bglu30,2,6,1,G09,0.145807735
S1500,wt,1,1,1,G10,0.172422336
S1500,wt,1,2,1,G10,0.198843516
S1500,wt,1,3,1,G10,0.173536867
S1500,wt,1,4,1,G10,0.316393974
S1500,wt,1,5,1,G10,0.30562619
S1500,wt,1,6,1,G10,0.146613712
S1500,wt,2,1,1,G10,0.195345126
S1500,wt,2,2,1,G10,0.197170139
S1500,wt,2,3,1,G10,0.292106669
S1500,wt,2,4,1,G10,0.233515468
S1500,wt,2,5,1,G10,0.276329256
S1500,wt,2,6,1,G10,0.207272966
S1500,bglu28bglu30,1,1,1,G10,0.331602518
S1500,bglu28bglu30,1,2,1,G10,0.291903825
S1500,bglu28bglu30,1,3,1,G10,0.352596596
S1500,bglu28bglu30,1,4,1,G10,0.262834586
S1500,bglu28bglu30,1,5,1,G10,0.348335174
S1500,bglu28bglu30,1,6,1,G10,0.173668427
S1500,bglu28bglu30,2,1,1,G10,0.267234801
S1500,bglu28bglu30,2,2,1,G10,0.332815636
S1500,bglu28bglu30,2,3,1,G10,0.184476903
S1500,bglu28bglu30,2,4,1,G10,0.240799252
S1500,bglu28bglu30,2,5,1,G10,0.331993169
S1500,bglu28bglu30,2,6,1,G10,0.268940721
S30,wt,1,1,1,G10,0.095872178
S30,wt,1,2,1,G10,0.163566881
S30,wt,1,3,1,G10,0.140311309
S30,wt,1,4,1,G10,0.186634674
S30,wt,1,5,1,G10,0.162740925
S30,wt,1,6,1,G10,0.101091585
S30,wt,2,1,1,G10,0.070416828
S30,wt,2,2,1,G10,0.094045668
S30,wt,2,3,1,G10,0.167119916
S30,wt,2,4,1,G10,0.158867823
S30,wt,2,5,1,G10,0.158808313
S30,wt,2,6,1,G10,0.115528139
S30,bglu28bglu30,1,1,1,G10,0.198109627
S30,bglu28bglu30,1,2,1,G10,0.303554034
S30,bglu28bglu30,1,3,1,G10,0.262925132
S30,bglu28bglu30,1,4,1,G10,0.103973593
S30,bglu28bglu30,1,5,1,G10,0.098139732
S30,bglu28bglu30,1,6,1,G10,0.259041934
S30,bglu28bglu30,2,1,1,G10,0.163608807
S30,bglu28bglu30,2,2,1,G10,0.107146908
S30,bglu28bglu30,2,3,1,G10,0.174422591
S30,bglu28bglu30,2,4,1,G10,0.208060525
S30,bglu28bglu30,2,5,1,G10,0.080652928
S30,bglu28bglu30,2,6,1,G10,0.153307329
S3,wt,1,1,1,G10,0.079639361
S3,wt,1,2,1,G10,0.082237855
S3,wt,1,3,1,G10,0.083065702
S3,wt,1,4,1,G10,0.066238655
S3,wt,1,5,1,G10,0.106318002
S3,wt,1,6,1,G10,0.085860251
S3,wt,2,1,1,G10,0.092709221
S3,wt,2,2,1,G10,0.074981874
S3,wt,2,3,1,G10,0.048750934
S3,wt,2,4,1,G10,0.100417154
S3,wt,2,5,1,G10,0.124052188
S3,wt,2,6,1,G10,0.099964566
S3,bglu28bglu30,1,1,1,G10,0.101850743
S3,bglu28bglu30,1,2,1,G10,0.067798299
S3,bglu28bglu30,1,3,1,G10,0.057849258
S3,bglu28bglu30,1,4,1,G10,0.087454683
S3,bglu28bglu30,1,5,1,G10,0.062780024
S3,bglu28bglu30,1,6,1,G10,0.083392322
S3,bglu28bglu30,2,1,1,G10,0.06463805
S3,bglu28bglu30,2,2,1,G10,0.043956819
S3,bglu28bglu30,2,3,1,G10,0.045971788
S3,bglu28bglu30,2,4,1,G10,0.064637003
S3,bglu28bglu30,2,5,1,G10,0.163974623
S3,bglu28bglu30,2,6,1,G10,0.100628483
S1500,wt,1,1,1,G11,0.566043126
S1500,wt,1,2,1,G11,0.659337924
S1500,wt,1,3,1,G11,0.76017319
S1500,wt,1,4,1,G11,0.988283864
S1500,wt,1,5,1,G11,1.123149597
S1500,wt,1,6,1,G11,0.744746442
S1500,wt,2,1,1,G11,0.6632806
S1500,wt,2,2,1,G11,0.677405924
S1500,wt,2,3,1,G11,0.979045902
S1500,wt,2,4,1,G11,0.850173755
S1500,wt,2,5,1,G11,1.130475364
S1500,wt,2,6,1,G11,0.810186667
S1500,bglu28bglu30,1,1,1,G11,0.959218352
S1500,bglu28bglu30,1,2,1,G11,1.118959046
S1500,bglu28bglu30,1,3,1,G11,1.006573875
S1500,bglu28bglu30,1,4,1,G11,1.252035908
S1500,bglu28bglu30,1,5,1,G11,1.258240053
S1500,bglu28bglu30,1,6,1,G11,0.640788517
S1500,bglu28bglu30,2,1,1,G11,0.996439841
S1500,bglu28bglu30,2,2,1,G11,1.220430896
S1500,bglu28bglu30,2,3,1,G11,0.725483065
S1500,bglu28bglu30,2,4,1,G11,0.913772739
S1500,bglu28bglu30,2,5,1,G11,1.114696154
S1500,bglu28bglu30,2,6,1,G11,0.898890651
S30,wt,1,1,1,G11,0.154977646
S30,wt,1,2,1,G11,0.419025238
S30,wt,1,3,1,G11,0.377466923
S30,wt,1,4,1,G11,0.300841419
S30,wt,1,5,1,G11,0.464105132
S30,wt,1,6,1,G11,0.47212818
S30,wt,2,1,1,G11,0.167327133
S30,wt,2,2,1,G11,0.169206407
S30,wt,2,3,1,G11,0.40001128
S30,wt,2,4,1,G11,0.203362958
S30,wt,2,5,1,G11,0.377784854
S30,wt,2,6,1,G11,0.196964771
S30,bglu28bglu30,1,1,1,G11,0.348163872
S30,bglu28bglu30,1,2,1,G11,1.020365413
S30,bglu28bglu30,1,3,1,G11,0.819330121
S30,bglu28bglu30,1,4,1,G11,0.290625536
S30,bglu28bglu30,1,5,1,G11,0.459038401
S30,bglu28bglu30,1,6,1,G11,0.687352159
S30,bglu28bglu30,2,1,1,G11,0.42964338
S30,bglu28bglu30,2,2,1,G11,0.533693245
S30,bglu28bglu30,2,3,1,G11,0.539701385
S30,bglu28bglu30,2,4,1,G11,0.55302664
S30,bglu28bglu30,2,5,1,G11,0.207162274
S30,bglu28bglu30,2,6,1,G11,0.447212375
S3,wt,1,1,1,G11,0.000395302
S3,wt,1,2,1,G11,0.000396822
S3,wt,1,3,1,G11,0.0004066
S3,wt,1,4,1,G11,0.000384561
S3,wt,1,5,1,G11,0.000431171
S3,wt,1,6,1,G11,0.000395969
S3,wt,2,1,1,G11,0.000406098
S3,wt,2,2,1,G11,0.000388384
S3,wt,2,3,1,G11,0.000443354
S3,wt,2,4,1,G11,0.000428783
S3,wt,2,5,1,G11,0.000458667
S3,wt,2,6,1,G11,0.000421431
S3,bglu28bglu30,1,1,1,G11,0.099824151
S3,bglu28bglu30,1,2,1,G11,0.053457807
S3,bglu28bglu30,1,3,1,G11,0.027828782
S3,bglu28bglu30,1,4,1,G11,0.041683793
S3,bglu28bglu30,1,5,1,G11,0.034896478
S3,bglu28bglu30,1,6,1,G11,0.087502826
S3,bglu28bglu30,2,1,1,G11,0.035800824
S3,bglu28bglu30,2,2,1,G11,0.064877239
S3,bglu28bglu30,2,3,1,G11,0.012517665
S3,bglu28bglu30,2,4,1,G11,0.060875288
S3,bglu28bglu30,2,5,1,G11,0.149989376
S3,bglu28bglu30,2,6,1,G11,0.083717194
S1500,wt,1,1,1,G12,1.330176084
S1500,wt,1,2,1,G12,1.754178612
S1500,wt,1,3,1,G12,1.863994122
S1500,wt,1,4,1,G12,2.254994442
S1500,wt,1,5,1,G12,2.984270859
S1500,wt,1,6,1,G12,2.010877641
S1500,wt,2,1,1,G12,1.777919023
S1500,wt,2,2,1,G12,1.798203919
S1500,wt,2,3,1,G12,2.631971328
S1500,wt,2,4,1,G12,2.336759563
S1500,wt,2,5,1,G12,3.20121504
S1500,wt,2,6,1,G12,2.075897046
S1500,bglu28bglu30,1,1,1,G12,2.924558683
S1500,bglu28bglu30,1,2,1,G12,2.574841241
S1500,bglu28bglu30,1,3,1,G12,2.402903938
S1500,bglu28bglu30,1,4,1,G12,2.984580389
S1500,bglu28bglu30,1,5,1,G12,3.006333597
S1500,bglu28bglu30,1,6,1,G12,1.523353884
S1500,bglu28bglu30,2,1,1,G12,2.629769219
S1500,bglu28bglu30,2,2,1,G12,2.854855717
S1500,bglu28bglu30,2,3,1,G12,2.251073208
S1500,bglu28bglu30,2,4,1,G12,2.615268293
S1500,bglu28bglu30,2,5,1,G12,2.839239656
S1500,bglu28bglu30,2,6,1,G12,2.224503609
S30,wt,1,1,1,G12,0.481003834
S30,wt,1,2,1,G12,0.989062809
S30,wt,1,3,1,G12,0.853034023
S30,wt,1,4,1,G12,0.860664533
S30,wt,1,5,1,G12,1.338596568
S30,wt,1,6,1,G12,1.256101953
S30,wt,2,1,1,G12,0.469620082
S30,wt,2,2,1,G12,0.394943881
S30,wt,2,3,1,G12,0.815247514
S30,wt,2,4,1,G12,0.629750002
S30,wt,2,5,1,G12,1.055988635
S30,wt,2,6,1,G12,0.65991989
S30,bglu28bglu30,1,1,1,G12,1.823018508
S30,bglu28bglu30,1,2,1,G12,3.218575452
S30,bglu28bglu30,1,3,1,G12,2.856380107
S30,bglu28bglu30,1,4,1,G12,0.961773653
S30,bglu28bglu30,1,5,1,G12,1.415394151
S30,bglu28bglu30,1,6,1,G12,3.158415534
S30,bglu28bglu30,2,1,1,G12,1.33230676
S30,bglu28bglu30,2,2,1,G12,1.471695991
S30,bglu28bglu30,2,3,1,G12,1.585952576
S30,bglu28bglu30,2,4,1,G12,2.174860961
S30,bglu28bglu30,2,5,1,G12,0.793789333
S30,bglu28bglu30,2,6,1,G12,1.938981002
S3,wt,1,1,1,G12,0.000395302
S3,wt,1,2,1,G12,0.025871178
S3,wt,1,3,1,G12,0.0004066
S3,wt,1,4,1,G12,0.000384561
S3,wt,1,5,1,G12,0.000431171
S3,wt,1,6,1,G12,0.000395969
S3,wt,2,1,1,G12,0.000406098
S3,wt,2,2,1,G12,0.000388384
S3,wt,2,3,1,G12,0.000443354
S3,wt,2,4,1,G12,0.000428783
S3,wt,2,5,1,G12,0.000458667
S3,wt,2,6,1,G12,0.000421431
S3,bglu28bglu30,1,1,1,G12,0.279282098
S3,bglu28bglu30,1,2,1,G12,0.181530313
S3,bglu28bglu30,1,3,1,G12,0.084608187
S3,bglu28bglu30,1,4,1,G12,0.149742005
S3,bglu28bglu30,1,5,1,G12,0.091369272
S3,bglu28bglu30,1,6,1,G12,0.277201579
S3,bglu28bglu30,2,1,1,G12,0.124339389
S3,bglu28bglu30,2,2,1,G12,0.15431954
S3,bglu28bglu30,2,3,1,G12,0.029949818
S3,bglu28bglu30,2,4,1,G12,0.159305731
S3,bglu28bglu30,2,5,1,G12,0.583623133
S3,bglu28bglu30,2,6,1,G12,0.236301293
S1500,wt,1,1,1,G15,0.202698407
S1500,wt,1,2,1,G15,0.145056319
S1500,wt,1,3,1,G15,0.175842681
S1500,wt,1,4,1,G15,0.152811484
S1500,wt,1,5,1,G15,0.184093966
S1500,wt,1,6,1,G15,0.134947253
S1500,wt,2,1,1,G15,0.11152026
S1500,wt,2,2,1,G15,0.081850354
S1500,wt,2,3,1,G15,0.147168655
S1500,wt,2,4,1,G15,0.080747805
S1500,wt,2,5,1,G15,0.077237947
S1500,wt,2,6,1,G15,0.146606571
S1500,bglu28bglu30,1,1,1,G15,0.187344545
S1500,bglu28bglu30,1,2,1,G15,0.139137142
S1500,bglu28bglu30,1,3,1,G15,0.343559577
S1500,bglu28bglu30,1,4,1,G15,0.126481681
S1500,bglu28bglu30,1,5,1,G15,0.285136453
S1500,bglu28bglu30,1,6,1,G15,0.213315245
S1500,bglu28bglu30,2,1,1,G15,0.209537987
S1500,bglu28bglu30,2,2,1,G15,0.158590215
S1500,bglu28bglu30,2,3,1,G15,0.12497341
S1500,bglu28bglu30,2,4,1,G15,0.100912811
S1500,bglu28bglu30,2,5,1,G15,0.079493095
S1500,bglu28bglu30,2,6,1,G15,0.150234605
S30,wt,1,1,1,G15,0.100241436
S30,wt,1,2,1,G15,0.107003101
S30,wt,1,3,1,G15,0.170653759
S30,wt,1,4,1,G15,0.218700382
S30,wt,1,5,1,G15,0.09613859
S30,wt,1,6,1,G15,0.05585587
S30,wt,2,1,1,G15,0.141953719
S30,wt,2,2,1,G15,0.092673876
S30,wt,2,3,1,G15,0.126626107
S30,wt,2,4,1,G15,0.160792631
S30,wt,2,5,1,G15,0.157326654
S30,wt,2,6,1,G15,0.193086549
S30,bglu28bglu30,1,1,1,G15,0.171570518
S30,bglu28bglu30,1,2,1,G15,0.171363599
S30,bglu28bglu30,1,3,1,G15,0.190225296
S30,bglu28bglu30,1,4,1,G15,0.153421165
S30,bglu28bglu30,1,5,1,G15,0.095730586
S30,bglu28bglu30,1,6,1,G15,0.171117303
S30,bglu28bglu30,2,1,1,G15,0.174634641
S30,bglu28bglu30,2,2,1,G15,0.148044383
S30,bglu28bglu30,2,3,1,G15,0.120382229
S30,bglu28bglu30,2,4,1,G15,0.138013425
S30,bglu28bglu30,2,5,1,G15,0.140146404
S30,bglu28bglu30,2,6,1,G15,0.126397084
S3,wt,1,1,1,G15,0.186390906
S3,wt,1,2,1,G15,0.177706851
S3,wt,1,3,1,G15,0.171910254
S3,wt,1,4,1,G15,0.124367916
S3,wt,1,5,1,G15,0.231776208
S3,wt,1,6,1,G15,0.203479145
S3,wt,2,1,1,G15,0.15428687
S3,wt,2,2,1,G15,0.199043985
S3,wt,2,3,1,G15,0.115394127
S3,wt,2,4,1,G15,0.232479764
S3,wt,2,5,1,G15,0.190212431
S3,wt,2,6,1,G15,0.304614317
S3,bglu28bglu30,1,1,1,G15,0.169392505
S3,bglu28bglu30,1,2,1,G15,0.131989889
S3,bglu28bglu30,1,3,1,G15,0.132762933
S3,bglu28bglu30,1,4,1,G15,0.171237988
S3,bglu28bglu30,1,5,1,G15,0.120115036
S3,bglu28bglu30,1,6,1,G15,0.149378013
S3,bglu28bglu30,2,1,1,G15,0.15201051
S3,bglu28bglu30,2,2,1,G15,0.119231363
S3,bglu28bglu30,2,3,1,G15,0.091750545
S3,bglu28bglu30,2,4,1,G15,0.154976039
S3,bglu28bglu30,2,5,1,G15,0.266864098
S3,bglu28bglu30,2,6,1,G15,0.125999023
S1500,wt,1,1,1,G17,0.28449033
S1500,wt,1,2,1,G17,0.28305323
S1500,wt,1,3,1,G17,0.309844979
S1500,wt,1,4,1,G17,0.254162593
S1500,wt,1,5,1,G17,0.304897427
S1500,wt,1,6,1,G17,0.353347734
S1500,wt,2,1,1,G17,0.293389591
S1500,wt,2,2,1,G17,0.194991909
S1500,wt,2,3,1,G17,0.279329544
S1500,wt,2,4,1,G17,0.229047822
S1500,wt,2,5,1,G17,0.289063123
S1500,wt,2,6,1,G17,0.232911969
S1500,bglu28bglu30,1,1,1,G17,0.36813881
S1500,bglu28bglu30,1,2,1,G17,0.258564582
S1500,bglu28bglu30,1,3,1,G17,0.288509247
S1500,bglu28bglu30,1,4,1,G17,0.218302347
S1500,bglu28bglu30,1,5,1,G17,0.341974697
S1500,bglu28bglu30,1,6,1,G17,0.18440313
S1500,bglu28bglu30,2,1,1,G17,0.348420249
S1500,bglu28bglu30,2,2,1,G17,0.293371328
S1500,bglu28bglu30,2,3,1,G17,0.334398015
S1500,bglu28bglu30,2,4,1,G17,0.22658943
S1500,bglu28bglu30,2,5,1,G17,0.274770986
S1500,bglu28bglu30,2,6,1,G17,0.268937859
S30,wt,1,1,1,G17,0.138181014
S30,wt,1,2,1,G17,0.169603438
S30,wt,1,3,1,G17,0.094362462
S30,wt,1,4,1,G17,0.103399542
S30,wt,1,5,1,G17,0.075841232
S30,wt,1,6,1,G17,0.125982237
S30,wt,2,1,1,G17,0.097063383
S30,wt,2,2,1,G17,0.13651568
S30,wt,2,3,1,G17,0.134589975
S30,wt,2,4,1,G17,0.117012657
S30,wt,2,5,1,G17,0.19703011
S30,wt,2,6,1,G17,0.150750319
S30,bglu28bglu30,1,1,1,G17,0.106940412
S30,bglu28bglu30,1,2,1,G17,0.248469822
S30,bglu28bglu30,1,3,1,G17,0.178708643
S30,bglu28bglu30,1,4,1,G17,0.175931309
S30,bglu28bglu30,1,5,1,G17,0.1471612
S30,bglu28bglu30,1,6,1,G17,0.232683574
S30,bglu28bglu30,2,1,1,G17,0.122386013
S30,bglu28bglu30,2,2,1,G17,0.132140167
S30,bglu28bglu30,2,3,1,G17,0.111315293
S30,bglu28bglu30,2,4,1,G17,0.159696636
S30,bglu28bglu30,2,5,1,G17,0.068009178
S30,bglu28bglu30,2,6,1,G17,0.102731166
S3,wt,1,1,1,G17,0.000395302
S3,wt,1,2,1,G17,0.000396822
S3,wt,1,3,1,G17,0.0004066
S3,wt,1,4,1,G17,0.000384561
S3,wt,1,5,1,G17,0.016111226
S3,wt,1,6,1,G17,0.000395969
S3,wt,2,1,1,G17,0.000406098
S3,wt,2,2,1,G17,0.000388384
S3,wt,2,3,1,G17,0.000443354
S3,wt,2,4,1,G17,0.000428783
S3,wt,2,5,1,G17,0.000458667
S3,wt,2,6,1,G17,0.007608139
S3,bglu28bglu30,1,1,1,G17,0.03697509
S3,bglu28bglu30,1,2,1,G17,0.025469818
S3,bglu28bglu30,1,3,1,G17,0.000414575
S3,bglu28bglu30,1,4,1,G17,0.010754224
S3,bglu28bglu30,1,5,1,G17,0.017324376
S3,bglu28bglu30,1,6,1,G17,0.022357425
S3,bglu28bglu30,2,1,1,G17,0.015387668
S3,bglu28bglu30,2,2,1,G17,0.024333084
S3,bglu28bglu30,2,3,1,G17,0.000396855
S3,bglu28bglu30,2,4,1,G17,0.021866168
S3,bglu28bglu30,2,5,1,G17,0.036886361
S3,bglu28bglu30,2,6,1,G17,0.018545495
S1500,wt,1,1,1,G18,16.08656637
S1500,wt,1,2,1,G18,16.23181445
S1500,wt,1,3,1,G18,15.95758193
S1500,wt,1,4,1,G18,16.65788522
S1500,wt,1,5,1,G18,14.54650609
S1500,wt,1,6,1,G18,17.60743713
S1500,wt,2,1,1,G18,16.634358
S1500,wt,2,2,1,G18,13.2547469
S1500,wt,2,3,1,G18,13.80213575
S1500,wt,2,4,1,G18,13.71431433
S1500,wt,2,5,1,G18,13.78426164
S1500,wt,2,6,1,G18,15.23490199
S1500,bglu28bglu30,1,1,1,G18,16.03934934
S1500,bglu28bglu30,1,2,1,G18,12.08260832
S1500,bglu28bglu30,1,3,1,G18,19.79295378
S1500,bglu28bglu30,1,4,1,G18,13.86897735
S1500,bglu28bglu30,1,5,1,G18,17.75874732
S1500,bglu28bglu30,1,6,1,G18,17.41166935
S1500,bglu28bglu30,2,1,1,G18,15.76328359
S1500,bglu28bglu30,2,2,1,G18,15.48523927
S1500,bglu28bglu30,2,3,1,G18,17.02814361
S1500,bglu28bglu30,2,4,1,G18,12.64418463
S1500,bglu28bglu30,2,5,1,G18,16.43178366
S1500,bglu28bglu30,2,6,1,G18,15.79468041
S30,wt,1,1,1,G18,8.548130793
S30,wt,1,2,1,G18,7.88594573
S30,wt,1,3,1,G18,7.082413518
S30,wt,1,4,1,G18,6.341651554
S30,wt,1,5,1,G18,6.680072022
S30,wt,1,6,1,G18,7.035560626
S30,wt,2,1,1,G18,6.097327846
S30,wt,2,2,1,G18,6.978332741
S30,wt,2,3,1,G18,7.857846439
S30,wt,2,4,1,G18,8.995806521
S30,wt,2,5,1,G18,8.752452737
S30,wt,2,6,1,G18,7.992374003
S30,bglu28bglu30,1,1,1,G18,6.409151176
S30,bglu28bglu30,1,2,1,G18,7.72684636
S30,bglu28bglu30,1,3,1,G18,9.981126743
S30,bglu28bglu30,1,4,1,G18,8.427540351
S30,bglu28bglu30,1,5,1,G18,8.932156039
S30,bglu28bglu30,1,6,1,G18,11.21570257
S30,bglu28bglu30,2,1,1,G18,8.444956128
S30,bglu28bglu30,2,2,1,G18,8.993355103
S30,bglu28bglu30,2,3,1,G18,9.443179777
S30,bglu28bglu30,2,4,1,G18,9.712417401
S30,bglu28bglu30,2,5,1,G18,6.200831642
S30,bglu28bglu30,2,6,1,G18,7.965462276
S3,wt,1,1,1,G18,0.859023879
S3,wt,1,2,1,G18,1.003653258
S3,wt,1,3,1,G18,0.925896706
S3,wt,1,4,1,G18,1.583320938
S3,wt,1,5,1,G18,2.007618923
S3,wt,1,6,1,G18,1.789920778
S3,wt,2,1,1,G18,0.808980976
S3,wt,2,2,1,G18,0.877295407
S3,wt,2,3,1,G18,0.172946169
S3,wt,2,4,1,G18,0.491719776
S3,wt,2,5,1,G18,0.398416305
S3,wt,2,6,1,G18,0.653322976
S3,bglu28bglu30,1,1,1,G18,2.137070855
S3,bglu28bglu30,1,2,1,G18,1.41376767
S3,bglu28bglu30,1,3,1,G18,0.78955208
S3,bglu28bglu30,1,4,1,G18,0.908053042
S3,bglu28bglu30,1,5,1,G18,0.331746215
S3,bglu28bglu30,1,6,1,G18,2.487112642
S3,bglu28bglu30,2,1,1,G18,0.896346946
S3,bglu28bglu30,2,2,1,G18,0.665973817
S3,bglu28bglu30,2,3,1,G18,0.208227826
S3,bglu28bglu30,2,4,1,G18,0.724608682
S3,bglu28bglu30,2,5,1,G18,1.823518347
S3,bglu28bglu30,2,6,1,G18,0.687560513
S1500,wt,1,1,1,G19,12.28509631
S1500,wt,1,2,1,G19,10.10925561
S1500,wt,1,3,1,G19,13.23095113
S1500,wt,1,4,1,G19,12.93279241
S1500,wt,1,5,1,G19,15.32709608
S1500,wt,1,6,1,G19,10.63335772
S1500,wt,2,1,1,G19,10.42168602
S1500,wt,2,2,1,G19,9.471108129
S1500,wt,2,3,1,G19,13.89191984
S1500,wt,2,4,1,G19,8.167821253
S1500,wt,2,5,1,G19,7.063749602
S1500,wt,2,6,1,G19,12.56445009
S1500,bglu28bglu30,1,1,1,G19,18.38772793
S1500,bglu28bglu30,1,2,1,G19,12.28437094
S1500,bglu28bglu30,1,3,1,G19,26.66330577
S1500,bglu28bglu30,1,4,1,G19,7.834314736
S1500,bglu28bglu30,1,5,1,G19,21.04957236
S1500,bglu28bglu30,1,6,1,G19,16.25571094
S1500,bglu28bglu30,2,1,1,G19,15.46746561
S1500,bglu28bglu30,2,2,1,G19,11.19216521
S1500,bglu28bglu30,2,3,1,G19,12.34847038
S1500,bglu28bglu30,2,4,1,G19,8.630092116
S1500,bglu28bglu30,2,5,1,G19,8.857473377
S1500,bglu28bglu30,2,6,1,G19,12.97169219
S30,wt,1,1,1,G19,11.94019992
S30,wt,1,2,1,G19,10.09819132
S30,wt,1,3,1,G19,10.67924409
S30,wt,1,4,1,G19,19.41395239
S30,wt,1,5,1,G19,7.900070006
S30,wt,1,6,1,G19,6.398128482
S30,wt,2,1,1,G19,9.465301752
S30,wt,2,2,1,G19,7.593335094
S30,wt,2,3,1,G19,11.60458168
S30,wt,2,4,1,G19,14.72073483
S30,wt,2,5,1,G19,11.54143547
S30,wt,2,6,1,G19,11.79951397
S30,bglu28bglu30,1,1,1,G19,14.03825185
S30,bglu28bglu30,1,2,1,G19,11.12925412
S30,bglu28bglu30,1,3,1,G19,14.38988572
S30,bglu28bglu30,1,4,1,G19,8.308681713
S30,bglu28bglu30,1,5,1,G19,9.216349822
S30,bglu28bglu30,1,6,1,G19,14.32952646
S30,bglu28bglu30,2,1,1,G19,11.2533263
S30,bglu28bglu30,2,2,1,G19,10.44928705
S30,bglu28bglu30,2,3,1,G19,10.48414222
S30,bglu28bglu30,2,4,1,G19,12.01218901
S30,bglu28bglu30,2,5,1,G19,11.55207693
S30,bglu28bglu30,2,6,1,G19,8.126526607
S3,wt,1,1,1,G19,17.75026637
S3,wt,1,2,1,G19,14.96558176
S3,wt,1,3,1,G19,13.4630029
S3,wt,1,4,1,G19,12.3624624
S3,wt,1,5,1,G19,16.58471478
S3,wt,1,6,1,G19,14.72775983
S3,wt,2,1,1,G19,15.12756252
S3,wt,2,2,1,G19,15.07616093
S3,wt,2,3,1,G19,8.82699717
S3,wt,2,4,1,G19,18.58375174
S3,wt,2,5,1,G19,15.7729722
S3,wt,2,6,1,G19,21.84995281
S3,bglu28bglu30,1,1,1,G19,12.30011357
S3,bglu28bglu30,1,2,1,G19,11.55508756
S3,bglu28bglu30,1,3,1,G19,11.64639786
S3,bglu28bglu30,1,4,1,G19,11.43986406
S3,bglu28bglu30,1,5,1,G19,9.466388078
S3,bglu28bglu30,1,6,1,G19,11.75837361
S3,bglu28bglu30,2,1,1,G19,11.04294697
S3,bglu28bglu30,2,2,1,G19,10.13094838
S3,bglu28bglu30,2,3,1,G19,6.155613329
S3,bglu28bglu30,2,4,1,G19,10.9838908
S3,bglu28bglu30,2,5,1,G19,18.16462534
S3,bglu28bglu30,2,6,1,G19,13.19076685
S1500,wt,1,1,1,G20,3.982821707
S1500,wt,1,2,1,G20,5.010326739
S1500,wt,1,3,1,G20,5.892757039
S1500,wt,1,4,1,G20,6.245695454
S1500,wt,1,5,1,G20,6.168537867
S1500,wt,1,6,1,G20,4.50515328
S1500,wt,2,1,1,G20,4.660272818
S1500,wt,2,2,1,G20,4.533177881
S1500,wt,2,3,1,G20,5.123305325
S1500,wt,2,4,1,G20,5.041276502
S1500,wt,2,5,1,G20,5.834494046
S1500,wt,2,6,1,G20,5.305732324
S1500,bglu28bglu30,1,1,1,G20,5.292181341
S1500,bglu28bglu30,1,2,1,G20,7.71902332
S1500,bglu28bglu30,1,3,1,G20,5.208268146
S1500,bglu28bglu30,1,4,1,G20,5.439354378
S1500,bglu28bglu30,1,5,1,G20,7.651430553
S1500,bglu28bglu30,1,6,1,G20,4.839066207
S1500,bglu28bglu30,2,1,1,G20,4.872909287
S1500,bglu28bglu30,2,2,1,G20,6.407818609
S1500,bglu28bglu30,2,3,1,G20,4.823458525
S1500,bglu28bglu30,2,4,1,G20,6.357142539
S1500,bglu28bglu30,2,5,1,G20,4.5472321
S1500,bglu28bglu30,2,6,1,G20,4.478505444
S30,wt,1,1,1,G20,4.812601517
S30,wt,1,2,1,G20,4.822780206
S30,wt,1,3,1,G20,6.50102077
S30,wt,1,4,1,G20,6.222994576
S30,wt,1,5,1,G20,5.889236986
S30,wt,1,6,1,G20,6.024915443
S30,wt,2,1,1,G20,4.797438925
S30,wt,2,2,1,G20,4.635694649
S30,wt,2,3,1,G20,5.754887294
S30,wt,2,4,1,G20,4.545224331
S30,wt,2,5,1,G20,4.553273374
S30,wt,2,6,1,G20,5.241977451
S30,bglu28bglu30,1,1,1,G20,5.379220375
S30,bglu28bglu30,1,2,1,G20,6.261588481
S30,bglu28bglu30,1,3,1,G20,6.697213012
S30,bglu28bglu30,1,4,1,G20,6.916285398
S30,bglu28bglu30,1,5,1,G20,4.909732616
S30,bglu28bglu30,1,6,1,G20,5.68520236
S30,bglu28bglu30,2,1,1,G20,6.544687542
S30,bglu28bglu30,2,2,1,G20,6.272695914
S30,bglu28bglu30,2,3,1,G20,5.652498414
S30,bglu28bglu30,2,4,1,G20,4.980935485
S30,bglu28bglu30,2,5,1,G20,4.243839468
S30,bglu28bglu30,2,6,1,G20,5.471354512
S3,wt,1,1,1,G20,1.784745011
S3,wt,1,2,1,G20,1.905716548
S3,wt,1,3,1,G20,1.247362851
S3,wt,1,4,1,G20,1.157094222
S3,wt,1,5,1,G20,1.506621322
S3,wt,1,6,1,G20,1.440009535
S3,wt,2,1,1,G20,0.979332686
S3,wt,2,2,1,G20,2.16465911
S3,wt,2,3,1,G20,0.472999523
S3,wt,2,4,1,G20,1.254998664
S3,wt,2,5,1,G20,1.221163741
S3,wt,2,6,1,G20,1.958551066
S3,bglu28bglu30,1,1,1,G20,2.058904235
S3,bglu28bglu30,1,2,1,G20,1.498431087
S3,bglu28bglu30,1,3,1,G20,1.130171008
S3,bglu28bglu30,1,4,1,G20,1.042180609
S3,bglu28bglu30,1,5,1,G20,0.73687948
