sulfur,genotype,pot,sample,batch,cpd,value
S3,bglu28bglu30,1,4,2,G09,0.145303576
S3,bglu28bglu30,1,5,2,G09,0.091873436
S3,bglu28bglu30,1,6,2,G09,0.214180687
S3,bglu28bglu30,2,1,2,G09,0.038976765
S3,bglu28bglu30,2,2,2,G09,0.451440139
S3,bglu28bglu30,2,3,2,G09,0.093592915
S3,bglu28bglu30,2,4,2,G09,0.429985522
S3,bglu28bglu30,2,5,2,G09,0.362261406
S3,bglu28bglu30,2,6,2,G09,0.216265444
S1500,wt,1,1,2,G10,0.250790873
S1500,wt,1,2,2,G10,0.083317502
S1500,wt,1,3,2,G10,0.346034258
S1500,wt,1,4,2,G10,0.359136146
S1500,wt,1,5,2,G10,0.357597196
S1500,wt,1,6,2,G10,0.552065024
S1500,wt,2,1,2,G10,0.399656275
S1500,wt,2,2,2,G10,0.398112846
S1500,wt,2,3,2,G10,0.505773707
S1500,wt,2,4,2,G10,0.44766052
S1500,wt,2,5,2,G10,0.398313635
S1500,wt,2,6,2,G10,0.513721268
S1500,bglu28bglu30,1,1,2,G10,0.559295759
S1500,bglu28bglu30,1,2,2,G10,0.522987636
S1500,bglu28bglu30,1,3,2,G10,0.552975248
S1500,bglu28bglu30,1,4,2,G10,0.423289323
S1500,bglu28bglu30,1,5,2,G10,0.281251395
S1500,bglu28bglu30,1,6,2,G10,0.810566807
S1500,bglu28bglu30,2,1,2,G10,0.500649515
S1500,bglu28bglu30,2,2,2,G10,0.296145471
S1500,bglu28bglu30,2,3,2,G10,0.412750107
S1500,bglu28bglu30,2,4,2,G10,0.638983172
S1500,bglu28bglu30,2,5,2,G10,0.333547025
S1500,bglu28bglu30,2,6,2,G10,0.608150461
S30,wt,1,1,2,G10,0.167728766
S30,wt,1,2,2,G10,0.13824194
S30,wt,1,3,2,G10,0.362325065
S30,wt,1,4,2,G10,0.410170665
S30,wt,1,5,2,G10,0.240128498
S30,wt,1,6,2,G10,0.215616863
S30,wt,2,1,2,G10,0.189697672
S30,wt,2,2,2,G10,0.152113416
S30,wt,2,3,2,G10,0.14413769
S30,wt,2,4,2,G10,0.176032228
S30,wt,2,5,2,G10,0.220583272
S30,wt,2,6,2,G10,0.181636275
S30,bglu28bglu30,1,1,2,G10,0.702660456
S30,bglu28bglu30,1,2,2,G10,0.910074873
S30,bglu28bglu30,1,3,2,G10,0.916014551
S30,bglu28bglu30,1,4,2,G10,0.857922183
S30,bglu28bglu30,1,5,2,G10,0.793648074
S30,bglu28bglu30,1,6,2,G10,1.08043914
S30,bglu28bglu30,2,1,2,G10,0.423962504
S30,bglu28bglu30,2,2,2,G10,0.229307816
S30,bglu28bglu30,2,3,2,G10,0.24814718
S30,bglu28bglu30,2,4,2,G10,0.299514515
S30,bglu28bglu30,2,5,2,G10,0.523513339
S30,bglu28bglu30,2,6,2,G10,0.352913253
S3,wt,1,1,2,G10,0.097820484
S3,wt,1,2,2,G10,0.120734919
S3,wt,1,3,2,G10,0.171800242
S3,wt,1,4,2,G10,0.153122792
S3,wt,1,5,2,G10,0.253258702
S3,wt,1,6,2,G10,0.217806708
S3,wt,2,1,2,G10,0.198046713
S3,wt,2,2,2,G10,0.223818597
S3,wt,2,3,2,G10,0.264745615
S3,wt,2,4,2,G10,0.236318736
S3,wt,2,5,2,G10,0.196504503
S3,wt,2,6,2,G10,0.247335309
S3,bglu28bglu30,1,1,2,G10,0.212590572
S3,bglu28bglu30,1,2,2,G10,0.260921032
S3,bglu28bglu30,1,3,2,G10,0.33080263
S3,bglu28bglu30,1,4,2,G10,0.157896718
S3,bglu28bglu30,1,5,2,G10,0.177494007
S3,bglu28bglu30,1,6,2,G10,0.227267738
S3,bglu28bglu30,2,1,2,G10,0.107502737
S3,bglu28bglu30,2,2,2,G10,0.349012291
S3,bglu28bglu30,2,3,2,G10,0.14574328
S3,bglu28bglu30,2,4,2,G10,0.327653234
S3,bglu28bglu30,2,5,2,G10,0.310273904
S3,bglu28bglu30,2,6,2,G10,0.227338894
S1500,wt,1,1,2,G11,0.72489093
S1500,wt,1,2,2,G11,0.102802396
S1500,wt,1,3,2,G11,0.918817667
S1500,wt,1,4,2,G11,1.577484968
S1500,wt,1,5,2,G11,1.093935365
S1500,wt,1,6,2,G11,1.608410569
S1500,wt,2,1,2,G11,1.253405924
S1500,wt,2,2,2,G11,1.228958745
S1500,wt,2,3,2,G11,1.426071555
S1500,wt,2,4,2,G11,1.465718345
S1500,wt,2,5,2,G11,1.1545416
S1500,wt,2,6,2,G11,1.246249698
S1500,bglu28bglu30,1,1,2,G11,1.94110725
S1500,bglu28bglu30,1,2,2,G11,1.488219148
S1500,bglu28bglu30,1,3,2,G11,1.715204817
S1500,bglu28bglu30,1,4,2,G11,1.326857437
S1500,bglu28bglu30,1,5,2,G11,0.979846442
S1500,bglu28bglu30,1,6,2,G11,4.32807024
S1500,bglu28bglu30,2,1,2,G11,1.859824763
S1500,bglu28bglu30,2,2,2,G11,0.92601442
S1500,bglu28bglu30,2,3,2,G11,1.281174924
S1500,bglu28bglu30,2,4,2,G11,2.449412736
S1500,bglu28bglu30,2,5,2,G11,1.36556171
S1500,bglu28bglu30,2,6,2,G11,2.087229364
S30,wt,1,1,2,G11,0.180864428
S30,wt,1,2,2,G11,0.273987199
S30,wt,1,3,2,G11,0.499547059
S30,wt,1,4,2,G11,0.756413555
S30,wt,1,5,2,G11,0.548612414
S30,wt,1,6,2,G11,0.51909351
S30,wt,2,1,2,G11,0.108608294
S30,wt,2,2,2,G11,0.036690118
S30,wt,2,3,2,G11,0.077623777
S30,wt,2,4,2,G11,0.150214803
S30,wt,2,5,2,G11,0.186514353
S30,wt,2,6,2,G11,0.144479683
S30,bglu28bglu30,1,1,2,G11,1.98485374
S30,bglu28bglu30,1,2,2,G11,2.601460182
S30,bglu28bglu30,1,3,2,G11,2.586424764
S30,bglu28bglu30,1,4,2,G11,2.5970099
S30,bglu28bglu30,1,5,2,G11,2.410267529
S30,bglu28bglu30,1,6,2,G11,3.287387835
S30,bglu28bglu30,2,1,2,G11,0.776639026
S30,bglu28bglu30,2,2,2,G11,0.437815704
S30,bglu28bglu30,2,3,2,G11,0.48846633
S30,bglu28bglu30,2,4,2,G11,0.550604586
S30,bglu28bglu30,2,5,2,G11,0.884456481
S30,bglu28bglu30,2,6,2,G11,0.550952478
S3,wt,1,1,2,G11,0.000361984
S3,wt,1,2,2,G11,0.000327696
S3,wt,1,3,2,G11,0.009787872
S3,wt,1,4,2,G11,0.000396279
S3,wt,1,5,2,G11,0.100013682
S3,wt,1,6,2,G11,0.047464586
S3,wt,2,1,2,G11,0.056859037
S3,wt,2,2,2,G11,0.000363764
S3,wt,2,3,2,G11,0.00038233
S3,wt,2,4,2,G11,0.046063514
S3,wt,2,5,2,G11,0.012579727
S3,wt,2,6,2,G11,0.0634312
S3,bglu28bglu30,1,1,2,G11,0.054533372
S3,bglu28bglu30,1,2,2,G11,0.187235929
S3,bglu28bglu30,1,3,2,G11,0.449331892
S3,bglu28bglu30,1,4,2,G11,0.117727546
S3,bglu28bglu30,1,5,2,G11,0.084233377
S3,bglu28bglu30,1,6,2,G11,0.124876084
S3,bglu28bglu30,2,1,2,G11,0.068217819
S3,bglu28bglu30,2,2,2,G11,0.556783215
S3,bglu28bglu30,2,3,2,G11,0.079692179
S3,bglu28bglu30,2,4,2,G11,0.60151468
S3,bglu28bglu30,2,5,2,G11,0.269649913
S3,bglu28bglu30,2,6,2,G11,0.162420835
S1500,wt,1,1,2,G12,2.277859976
S1500,wt,1,2,2,G12,0.25015707
S1500,wt,1,3,2,G12,2.48229884
S1500,wt,1,4,2,G12,3.681237653
S1500,wt,1,5,2,G12,3.034563068
S1500,wt,1,6,2,G12,4.388159623
S1500,wt,2,1,2,G12,3.904593246
S1500,wt,2,2,2,G12,3.575985021
S1500,wt,2,3,2,G12,3.607029554
S1500,wt,2,4,2,G12,3.922521644
S1500,wt,2,5,2,G12,3.523519105
S1500,wt,2,6,2,G12,4.159153826
S1500,bglu28bglu30,1,1,2,G12,5.614818445
S1500,bglu28bglu30,1,2,2,G12,3.830007397
S1500,bglu28bglu30,1,3,2,G12,5.677941296
S1500,bglu28bglu30,1,4,2,G12,4.230900383
S1500,bglu28bglu30,1,5,2,G12,2.69636704
S1500,bglu28bglu30,1,6,2,G12,8.405684715
S1500,bglu28bglu30,2,1,2,G12,5.21108673
S1500,bglu28bglu30,2,2,2,G12,2.911910798
S1500,bglu28bglu30,2,3,2,G12,3.854679231
S1500,bglu28bglu30,2,4,2,G12,7.234435735
S1500,bglu28bglu30,2,5,2,G12,4.507153524
S1500,bglu28bglu30,2,6,2,G12,7.035164532
S30,wt,1,1,2,G12,0.681867899
S30,wt,1,2,2,G12,0.951792804
S30,wt,1,3,2,G12,0.001420407
S30,wt,1,4,2,G12,2.092484064
S30,wt,1,5,2,G12,1.819808658
S30,wt,1,6,2,G12,1.820131722
S30,wt,2,1,2,G12,0.330145697
S30,wt,2,2,2,G12,0.12728365
S30,wt,2,3,2,G12,0.231510844
S30,wt,2,4,2,G12,0.430462462
S30,wt,2,5,2,G12,0.519553109
S30,wt,2,6,2,G12,0.460863916
S30,bglu28bglu30,1,1,2,G12,9.874017704
S30,bglu28bglu30,1,2,2,G12,11.2734547
S30,bglu28bglu30,1,3,2,G12,12.46163709
S30,bglu28bglu30,1,4,2,G12,12.92420813
S30,bglu28bglu30,1,5,2,G12,11.42590892
S30,bglu28bglu30,1,6,2,G12,14.62073467
S30,bglu28bglu30,2,1,2,G12,3.819953683
S30,bglu28bglu30,2,2,2,G12,2.233867676
S30,bglu28bglu30,2,3,2,G12,2.329287062
S30,bglu28bglu30,2,4,2,G12,2.559094512
S30,bglu28bglu30,2,5,2,G12,4.216143277
S30,bglu28bglu30,2,6,2,G12,2.437152857
S3,wt,1,1,2,G12,0.012427629
S3,wt,1,2,2,G12,0.010121861
S3,wt,1,3,2,G12,0.008315947
S3,wt,1,4,2,G12,0.004760102
S3,wt,1,5,2,G12,0.266482215
S3,wt,1,6,2,G12,0.029546315
S3,wt,2,1,2,G12,0.050329087
S3,wt,2,2,2,G12,0.012480023
S3,wt,2,3,2,G12,0.021655182
S3,wt,2,4,2,G12,0.034951139
S3,wt,2,5,2,G12,0.036268439
S3,wt,2,6,2,G12,0.046333295
S3,bglu28bglu30,1,1,2,G12,0.045058092
S3,bglu28bglu30,1,2,2,G12,0.54376183
S3,bglu28bglu30,1,3,2,G12,0.688062633
S3,bglu28bglu30,1,4,2,G12,0.311139203
S3,bglu28bglu30,1,5,2,G12,0.211158458
S3,bglu28bglu30,1,6,2,G12,0.208920718
S3,bglu28bglu30,2,1,2,G12,0.081634612
S3,bglu28bglu30,2,2,2,G12,1.401111472
S3,bglu28bglu30,2,3,2,G12,0.119695911
S3,bglu28bglu30,2,4,2,G12,1.128959411
S3,bglu28bglu30,2,5,2,G12,0.499489658
S3,bglu28bglu30,2,6,2,G12,0.537519928
S1500,wt,1,1,2,G15,0.278724441
S1500,wt,1,2,2,G15,0.182574977
S1500,wt,1,3,2,G15,0.189032749
S1500,wt,1,4,2,G15,0.179576451
S1500,wt,1,5,2,G15,0.220819712
S1500,wt,1,6,2,G15,0.346532095
S1500,wt,2,1,2,G15,0.295056713
S1500,wt,2,2,2,G15,0.244419797
S1500,wt,2,3,2,G15,0.300545303
S1500,wt,2,4,2,G15,0.236974798
S1500,wt,2,5,2,G15,0.357505172
S1500,wt,2,6,2,G15,0.412536497
S1500,bglu28bglu30,1,1,2,G15,0.273069435
S1500,bglu28bglu30,1,2,2,G15,0.403585144
S1500,bglu28bglu30,1,3,2,G15,0.33818596
S1500,bglu28bglu30,1,4,2,G15,0.342599061
S1500,bglu28bglu30,1,5,2,G15,0.198124936
S1500,bglu28bglu30,1,6,2,G15,0.382970741
S1500,bglu28bglu30,2,1,2,G15,0.460719188
S1500,bglu28bglu30,2,2,2,G15,0.267153914
S1500,bglu28bglu30,2,3,2,G15,0.368287064
S1500,bglu28bglu30,2,4,2,G15,0.325356499
S1500,bglu28bglu30,2,5,2,G15,0.233217423
S1500,bglu28bglu30,2,6,2,G15,0.409723756
S30,wt,1,1,2,G15,0.266156381
S30,wt,1,2,2,G15,0.2322502
S30,wt,1,3,2,G15,0.420264051
S30,wt,1,4,2,G15,0.324607526
S30,wt,1,5,2,G15,0.284094441
S30,wt,1,6,2,G15,0.201385453
S30,wt,2,1,2,G15,0.303106871
S30,wt,2,2,2,G15,0.242651003
S30,wt,2,3,2,G15,0.216779535
S30,wt,2,4,2,G15,0.210602129
S30,wt,2,5,2,G15,0.238352434
S30,wt,2,6,2,G15,0.305033643
S30,bglu28bglu30,1,1,2,G15,0.322344079
S30,bglu28bglu30,1,2,2,G15,0.37402072
S30,bglu28bglu30,1,3,2,G15,0.317999617
S30,bglu28bglu30,1,4,2,G15,0.274505546
S30,bglu28bglu30,1,5,2,G15,0.358229513
S30,bglu28bglu30,1,6,2,G15,0.336659182
S30,bglu28bglu30,2,1,2,G15,0.376215438
S30,bglu28bglu30,2,2,2,G15,0.181285413
S30,bglu28bglu30,2,3,2,G15,0.168525719
S30,bglu28bglu30,2,4,2,G15,0.237289714
S30,bglu28bglu30,2,5,2,G15,0.34518703
S30,bglu28bglu30,2,6,2,G15,0.213909501
S3,wt,1,1,2,G15,0.227972207
S3,wt,1,2,2,G15,0.19867476
S3,wt,1,3,2,G15,0.26604406
S3,wt,1,4,2,G15,0.258975697
S3,wt,1,5,2,G15,0.49683892
S3,wt,1,6,2,G15,0.382284201
S3,wt,2,1,2,G15,0.26581957
S3,wt,2,2,2,G15,0.482854664
S3,wt,2,3,2,G15,0.496568013
S3,wt,2,4,2,G15,0.357432815
S3,wt,2,5,2,G15,0.295548338
S3,wt,2,6,2,G15,0.351231757
S3,bglu28bglu30,1,1,2,G15,0.365476179
S3,bglu28bglu30,1,2,2,G15,0.385959147
S3,bglu28bglu30,1,3,2,G15,0.48609435
S3,bglu28bglu30,1,4,2,G15,0.251176896
S3,bglu28bglu30,1,5,2,G15,0.321817449
S3,bglu28bglu30,1,6,2,G15,0.386024127
S3,bglu28bglu30,2,1,2,G15,0.160772759
S3,bglu28bglu30,2,2,2,G15,0.287164461
S3,bglu28bglu30,2,3,2,G15,0.162770861
S3,bglu28bglu30,2,4,2,G15,0.4200483
S3,bglu28bglu30,2,5,2,G15,0.361406832
S3,bglu28bglu30,2,6,2,G15,0.242937536
S1500,wt,1,1,2,G17,0.300755471
S1500,wt,1,2,2,G17,0.164888844
S1500,wt,1,3,2,G17,0.335524086
S1500,wt,1,4,2,G17,0.193559721
S1500,wt,1,5,2,G17,0.322238337
S1500,wt,1,6,2,G17,0.299118618
S1500,wt,2,1,2,G17,0.3277991
S1500,wt,2,2,2,G17,0.348227756
S1500,wt,2,3,2,G17,0.358460207
S1500,wt,2,4,2,G17,0.305954605
S1500,wt,2,5,2,G17,0.43058717
S1500,wt,2,6,2,G17,0.375303963
S1500,bglu28bglu30,1,1,2,G17,0.213051289
S1500,bglu28bglu30,1,2,2,G17,0.225675515
S1500,bglu28bglu30,1,3,2,G17,0.23232232
S1500,bglu28bglu30,1,4,2,G17,0.213766594
S1500,bglu28bglu30,1,5,2,G17,0.200816981
S1500,bglu28bglu30,1,6,2,G17,0.215869192
S1500,bglu28bglu30,2,1,2,G17,0.21068617
S1500,bglu28bglu30,2,2,2,G17,0.259768136
S1500,bglu28bglu30,2,3,2,G17,0.22931691
S1500,bglu28bglu30,2,4,2,G17,0.246903079
S1500,bglu28bglu30,2,5,2,G17,0.291744989
S1500,bglu28bglu30,2,6,2,G17,0.319384908
S30,wt,1,1,2,G17,0.060254297
S30,wt,1,2,2,G17,0.068650061
S30,wt,1,3,2,G17,0.093399275
S30,wt,1,4,2,G17,0.112558161
S30,wt,1,5,2,G17,0.086004651
S30,wt,1,6,2,G17,0.0472898
S30,wt,2,1,2,G17,0.075547049
S30,wt,2,2,2,G17,0.061102286
S30,wt,2,3,2,G17,0.086300564
S30,wt,2,4,2,G17,0.042750334
S30,wt,2,5,2,G17,0.080878799
S30,wt,2,6,2,G17,0.058678367
S30,bglu28bglu30,1,1,2,G17,0.089262492
S30,bglu28bglu30,1,2,2,G17,0.099256926
S30,bglu28bglu30,1,3,2,G17,0.154550889
S30,bglu28bglu30,1,4,2,G17,0.142836862
S30,bglu28bglu30,1,5,2,G17,0.158035862
S30,bglu28bglu30,1,6,2,G17,0.104307098
S30,bglu28bglu30,2,1,2,G17,0.10712167
S30,bglu28bglu30,2,2,2,G17,0.075362014
S30,bglu28bglu30,2,3,2,G17,0.075513807
S30,bglu28bglu30,2,4,2,G17,0.104225623
S30,bglu28bglu30,2,5,2,G17,0.098487255
S30,bglu28bglu30,2,6,2,G17,0.089002716
S3,wt,1,1,2,G17,0.000361984
S3,wt,1,2,2,G17,0.004934309
S3,wt,1,3,2,G17,0.000372979
S3,wt,1,4,2,G17,0.000396279
S3,wt,1,5,2,G17,0.020595265
S3,wt,1,6,2,G17,0.011205708
S3,wt,2,1,2,G17,0.012288174
S3,wt,2,2,2,G17,0.005252701
S3,wt,2,3,2,G17,0.027013846
S3,wt,2,4,2,G17,0.03048227
S3,wt,2,5,2,G17,0.029913214
S3,wt,2,6,2,G17,0.036397284
S3,bglu28bglu30,1,1,2,G17,0.011106307
S3,bglu28bglu30,1,2,2,G17,0.032804028
S3,bglu28bglu30,1,3,2,G17,0.028927829
S3,bglu28bglu30,1,4,2,G17,0.028408928
S3,bglu28bglu30,1,5,2,G17,0.037489165
S3,bglu28bglu30,1,6,2,G17,0.03344713
S3,bglu28bglu30,2,1,2,G17,0.000406749
S3,bglu28bglu30,2,2,2,G17,0.056458013
S3,bglu28bglu30,2,3,2,G17,0.000357951
S3,bglu28bglu30,2,4,2,G17,0.030968151
S3,bglu28bglu30,2,5,2,G17,0.018265819
S3,bglu28bglu30,2,6,2,G17,0.041851339
S1500,wt,1,1,2,G18,22.99131098
S1500,wt,1,2,2,G18,16.06182859
S1500,wt,1,3,2,G18,22.67749523
S1500,wt,1,4,2,G18,22.24515463
S1500,wt,1,5,2,G18,24.23802084
S1500,wt,1,6,2,G18,25.34083603
S1500,wt,2,1,2,G18,26.71472402
S1500,wt,2,2,2,G18,27.04720134
S1500,wt,2,3,2,G18,27.37990201
S1500,wt,2,4,2,G18,27.15537362
S1500,wt,2,5,2,G18,23.19520094
S1500,wt,2,6,2,G18,26.87198119
S1500,bglu28bglu30,1,1,2,G18,27.82395975
S1500,bglu28bglu30,1,2,2,G18,24.65536375
S1500,bglu28bglu30,1,3,2,G18,23.58596937
S1500,bglu28bglu30,1,4,2,G18,20.93091601
S1500,bglu28bglu30,1,5,2,G18,20.04026695
S1500,bglu28bglu30,1,6,2,G18,17.78347421
S1500,bglu28bglu30,2,1,2,G18,28.49361767
S1500,bglu28bglu30,2,2,2,G18,22.95779638
S1500,bglu28bglu30,2,3,2,G18,23.46691842
S1500,bglu28bglu30,2,4,2,G18,20.85920539
S1500,bglu28bglu30,2,5,2,G18,20.88634169
S1500,bglu28bglu30,2,6,2,G18,25.65782963
S30,wt,1,1,2,G18,3.269245134
S30,wt,1,2,2,G18,3.589474032
S30,wt,1,3,2,G18,5.072915745
S30,wt,1,4,2,G18,5.80341597
S30,wt,1,5,2,G18,5.204587461
S30,wt,1,6,2,G18,4.457069747
S30,wt,2,1,2,G18,5.348444836
S30,wt,2,2,2,G18,7.709877193
S30,wt,2,3,2,G18,6.411060157
S30,wt,2,4,2,G18,5.978342512
S30,wt,2,5,2,G18,9.320264268
S30,wt,2,6,2,G18,7.581086453
S30,bglu28bglu30,1,1,2,G18,4.614680767
S30,bglu28bglu30,1,2,2,G18,5.650111197
S30,bglu28bglu30,1,3,2,G18,3.746952992
S30,bglu28bglu30,1,4,2,G18,3.401489285
S30,bglu28bglu30,1,5,2,G18,4.303524701
S30,bglu28bglu30,1,6,2,G18,4.740763764
S30,bglu28bglu30,2,1,2,G18,8.513956443
S30,bglu28bglu30,2,2,2,G18,4.301842314
S30,bglu28bglu30,2,3,2,G18,6.185403493
S30,bglu28bglu30,2,4,2,G18,5.473038293
S30,bglu28bglu30,2,5,2,G18,5.857886082
S30,bglu28bglu30,2,6,2,G18,5.961092273
S3,wt,1,1,2,G18,0.758561234
S3,wt,1,2,2,G18,1.385601141
S3,wt,1,3,2,G18,1.342220983
S3,wt,1,4,2,G18,1.477929763
S3,wt,1,5,2,G18,4.476881687
S3,wt,1,6,2,G18,6.234584085
S3,wt,2,1,2,G18,2.544450523
S3,wt,2,2,2,G18,3.454676597
S3,wt,2,3,2,G18,3.032458457
S3,wt,2,4,2,G18,3.706999566
S3,wt,2,5,2,G18,2.728870131
S3,wt,2,6,2,G18,3.17887476
S3,bglu28bglu30,1,1,2,G18,3.561305334
S3,bglu28bglu30,1,2,2,G18,3.611865919
S3,bglu28bglu30,1,3,2,G18,0.786524064
S3,bglu28bglu30,1,4,2,G18,3.739709731
S3,bglu28bglu30,1,5,2,G18,3.260900804
S3,bglu28bglu30,1,6,2,G18,3.879525803
S3,bglu28bglu30,2,1,2,G18,1.261466755
S3,bglu28bglu30,2,2,2,G18,2.329351093
S3,bglu28bglu30,2,3,2,G18,1.640899668
S3,bglu28bglu30,2,4,2,G18,1.919721179
S3,bglu28bglu30,2,5,2,G18,4.483651671
S3,bglu28bglu30,2,6,2,G18,2.479299139
S1500,wt,1,1,2,G19,20.00894229
S1500,wt,1,2,2,G19,13.27064973
S1500,wt,1,3,2,G19,17.30618756
S1500,wt,1,4,2,G19,16.48828964
S1500,wt,1,5,2,G19,19.64895442
S1500,wt,1,6,2,G19,27.52185947
S1500,wt,2,1,2,G19,24.04053255
S1500,wt,2,2,2,G19,24.2351436
S1500,wt,2,3,2,G19,24.56803645
S1500,wt,2,4,2,G19,20.38597766
S1500,wt,2,5,2,G19,25.13328516
S1500,wt,2,6,2,G19,34.07890888
S1500,bglu28bglu30,1,1,2,G19,25.95522731
S1500,bglu28bglu30,1,2,2,G19,28.648435
S1500,bglu28bglu30,1,3,2,G19,30.19781828
S1500,bglu28bglu30,1,4,2,G19,26.52401458
S1500,bglu28bglu30,1,5,2,G19,16.06020701
S1500,bglu28bglu30,1,6,2,G19,9.30277637
S1500,bglu28bglu30,2,1,2,G19,32.88404149
S1500,bglu28bglu30,2,2,2,G19,21.35195984
S1500,bglu28bglu30,2,3,2,G19,28.93217572
S1500,bglu28bglu30,2,4,2,G19,25.87641637
S1500,bglu28bglu30,2,5,2,G19,19.04326898
S1500,bglu28bglu30,2,6,2,G19,31.20672297
S30,wt,1,1,2,G19,19.12585265
S30,wt,1,2,2,G19,17.93582909
S30,wt,1,3,2,G19,29.16356113
S30,wt,1,4,2,G19,25.64977416
S30,wt,1,5,2,G19,21.22109
S30,wt,1,6,2,G19,14.25748806
S30,wt,2,1,2,G19,24.37292311
S30,wt,2,2,2,G19,22.35058781
S30,wt,2,3,2,G19,19.26792721
S30,wt,2,4,2,G19,16.77955419
S30,wt,2,5,2,G19,21.69409644
S30,wt,2,6,2,G19,24.6779249
S30,bglu28bglu30,1,1,2,G19,28.50484638
S30,bglu28bglu30,1,2,2,G19,28.53528446
S30,bglu28bglu30,1,3,2,G19,26.01411991
S30,bglu28bglu30,1,4,2,G19,19.10540063
S30,bglu28bglu30,1,5,2,G19,27.56479647
S30,bglu28bglu30,1,6,2,G19,28.11658106
S30,bglu28bglu30,2,1,2,G19,27.37603336
S30,bglu28bglu30,2,2,2,G19,12.24741922
S30,bglu28bglu30,2,3,2,G19,13.34533353
S30,bglu28bglu30,2,4,2,G19,17.32286206
S30,bglu28bglu30,2,5,2,G19,28.00933766
S30,bglu28bglu30,2,6,2,G19,19.14842325
S3,wt,1,1,2,G19,16.49907008
S3,wt,1,2,2,G19,18.21329084
S3,wt,1,3,2,G19,20.7429152
S3,wt,1,4,2,G19,21.02525319
S3,wt,1,5,2,G19,31.31480013
S3,wt,1,6,2,G19,32.63992207
S3,wt,2,1,2,G19,23.13552797
S3,wt,2,2,2,G19,37.9787262
S3,wt,2,3,2,G19,35.95619765
S3,wt,2,4,2,G19,27.10734189
S3,wt,2,5,2,G19,24.8795617
S3,wt,2,6,2,G19,27.42321043
S3,bglu28bglu30,1,1,2,G19,27.88627934
S3,bglu28bglu30,1,2,2,G19,26.73388404
S3,bglu28bglu30,1,3,2,G19,17.27492008
S3,bglu28bglu30,1,4,2,G19,20.61985835
S3,bglu28bglu30,1,5,2,G19,24.67649453
S3,bglu28bglu30,1,6,2,G19,27.79239652
S3,bglu28bglu30,2,1,2,G19,12.53136909
S3,bglu28bglu30,2,2,2,G19,24.95369723
S3,bglu28bglu30,2,3,2,G19,15.61006385
S3,bglu28bglu30,2,4,2,G19,33.38257335
S3,bglu28bglu30,2,5,2,G19,28.46043792
S3,bglu28bglu30,2,6,2,G19,19.12649033
S1500,wt,1,1,2,G20,6.128546586
S1500,wt,1,2,2,G20,6.114007156
S1500,wt,1,3,2,G20,8.949095008
S1500,wt,1,4,2,G20,8.272260361
S1500,wt,1,5,2,G20,7.14841259
S1500,wt,1,6,2,G20,8.063599806
S1500,wt,2,1,2,G20,6.574322124
S1500,wt,2,2,2,G20,7.266335215
S1500,wt,2,3,2,G20,8.755959194
S1500,wt,2,4,2,G20,6.852208042
S1500,wt,2,5,2,G20,7.958740114
S1500,wt,2,6,2,G20,7.391302695
S1500,bglu28bglu30,1,1,2,G20,8.627605546
S1500,bglu28bglu30,1,2,2,G20,8.371750646
S1500,bglu28bglu30,1,3,2,G20,9.058438443
S1500,bglu28bglu30,1,4,2,G20,7.071830338
S1500,bglu28bglu30,1,5,2,G20,6.544493627
S1500,bglu28bglu30,1,6,2,G20,18.67747941
S1500,bglu28bglu30,2,1,2,G20,7.841784546
S1500,bglu28bglu30,2,2,2,G20,8.055470471
S1500,bglu28bglu30,2,3,2,G20,6.501765422
S1500,bglu28bglu30,2,4,2,G20,10.48127065
S1500,bglu28bglu30,2,5,2,G20,6.655812144
S1500,bglu28bglu30,2,6,2,G20,8.455040417
S30,wt,1,1,2,G20,5.410358543
S30,wt,1,2,2,G20,5.62103095
S30,wt,1,3,2,G20,6.966710298
S30,wt,1,4,2,G20,6.456521262
S30,wt,1,5,2,G20,7.369241793
S30,wt,1,6,2,G20,5.885489313
S30,wt,2,1,2,G20,4.662919769
S30,wt,2,2,2,G20,4.322658007
S30,wt,2,3,2,G20,5.497307002
S30,wt,2,4,2,G20,5.025107631
S30,wt,2,5,2,G20,7.558540021
S30,wt,2,6,2,G20,7.601790049
S30,bglu28bglu30,1,1,2,G20,5.950642148
S30,bglu28bglu30,1,2,2,G20,6.651339197
S30,bglu28bglu30,1,3,2,G20,5.394189543
S30,bglu28bglu30,1,4,2,G20,5.806300255
S30,bglu28bglu30,1,5,2,G20,5.673671117
S30,bglu28bglu30,1,6,2,G20,6.183029266
S30,bglu28bglu30,2,1,2,G20,5.987391572
S30,bglu28bglu30,2,2,2,G20,5.453727309
S30,bglu28bglu30,2,3,2,G20,5.407559512
S30,bglu28bglu30,2,4,2,G20,6.854733213
S30,bglu28bglu30,2,5,2,G20,7.149531984
S30,bglu28bglu30,2,6,2,G20,7.292047079
S3,wt,1,1,2,G20,2.122926959
S3,wt,1,2,2,G20,3.985427901
S3,wt,1,3,2,G20,5.57568239
S3,wt,1,4,2,G20,7.187831671
S3,wt,1,5,2,G20,5.27218308
S3,wt,1,6,2,G20,7.452491916
S3,wt,2,1,2,G20,5.59197341
S3,wt,2,2,2,G20,6.03294227
S3,wt,2,3,2,G20,8.736074253
S3,wt,2,4,2,G20,10.19034249
S3,wt,2,5,2,G20,5.643482411
S3,wt,2,6,2,G20,3.821792142
S3,bglu28bglu30,1,1,2,G20,5.772457584
