group_comp	p.val	adj_p
sulfurS15:genotypeCol-sulfurS1500:genotypebglu2830	2.46795885661889e-14	2.24584255952319e-12
sulfurS15:genotypeCol-sulfurS1500:genotypetgg12	2.46273805709217e-11	1.90067523173107e-10
sulfurS15:genotypebglu2830-sulfurS1500:genotypebglu18	0.0932435661585814	0.130540992622014
sulfurS15:genotypebglu2830-sulfurS1500:genotypepyk10	0.074314446415858	0.105665853497548
sulfurS15:genotypebglu2830-sulfurS1500:genotypetgg45	0.000116161687631006	0.000220223199467115
sulfurS15:genotypebglu2830-sulfurS1500:genotypepen2	5.70034393106394e-05	0.000110368361218472
sulfurS15:genotypebglu2830-sulfurS1500:genotypeCol	5.92364044101984e-07	1.58544494156707e-06
sulfurS15:genotypebglu2830-sulfurS1500:genotypebglu2830	2.3682417745681e-07	6.95193553179668e-07
sulfurS15:genotypebglu2830-sulfurS1500:genotypetgg12	9.05155815099752e-06	1.83042620386839e-05
sulfurS1500:genotypebglu18-sulfurS1500:genotypepyk10	0.921273520113655	0.996625048335899
sulfurS1500:genotypebglu18-sulfurS1500:genotypetgg45	0.0317354171059139	0.046579402526422
sulfurS1500:genotypebglu18-sulfurS1500:genotypepen2	0.0199489128743727	0.0302558511927986
sulfurS1500:genotypebglu18-sulfurS1500:genotypeCol	0.00231644596584542	0.0037642246944988
sulfurS1500:genotypebglu18-sulfurS1500:genotypebglu2830	0.00120264975293502	0.00202668754661272
sulfurS1500:genotypebglu18-sulfurS1500:genotypetgg12	0.00327152966140446	0.00513291722737595
sulfurS1500:genotypepyk10-sulfurS1500:genotypetgg45	0.039801486941738	0.0574910366936215
sulfurS1500:genotypepyk10-sulfurS1500:genotypepen2	0.025314931177933	0.0377648973310148
sulfurS1500:genotypepyk10-sulfurS1500:genotypeCol	0.00317680978586019	0.00507174895637329
sulfurS1500:genotypepyk10-sulfurS1500:genotypebglu2830	0.00166741469761212	0.00275881340877642
sulfurS1500:genotypepyk10-sulfurS1500:genotypetgg12	0.00421943647021298	0.0065079443862607
sulfurS1500:genotypetgg45-sulfurS1500:genotypepen2	0.845458394835106	0.961708924124933
sulfurS1500:genotypetgg45-sulfurS1500:genotypeCol	0.471204894325415	0.61256636262304
sulfurS1500:genotypetgg45-sulfurS1500:genotypebglu2830	0.345426172975455	0.469160921503976
sulfurS1500:genotypetgg45-sulfurS1500:genotypetgg12	0.298256760895012	0.411232806688578
sulfurS1500:genotypepen2-sulfurS1500:genotypeCol	0.615709218967635	0.778910079168284
sulfurS1500:genotypepen2-sulfurS1500:genotypebglu2830	0.46779127007525	0.61256636262304
sulfurS1500:genotypepen2-sulfurS1500:genotypetgg12	0.388490803189856	0.519892104268778
sulfurS1500:genotypeCol-sulfurS1500:genotypebglu2830	0.79149052883445	0.960341841652467
sulfurS1500:genotypeCol-sulfurS1500:genotypetgg12	0.616280502199082	0.778910079168284
sulfurS1500:genotypebglu2830-sulfurS1500:genotypetgg12	0.766609048645813	0.94765167039404
