sulfur,genotype,cpd,batch,value
S1500,tgg12,G04,6,0.271942964
S1500,tgg12,G04,7,0.234778999
S1500,tgg45,G04,1,0.238841266
S1500,tgg45,G04,2,0.163723538
S1500,tgg45,G04,3,0.200124771
S1500,tgg45,G04,4,0.358670601
S1500,pen2,G04,1,0.129912066
S1500,pen2,G04,2,0.244670796
S1500,pen2,G04,3,0.405995649
S1500,pen2,G04,4,0.369402457
S1500,pyk10,G04,1,0.100142279
S1500,pyk10,G04,2,0.231498326
S1500,pyk10,G04,3,0.130958201
S1500,pyk10,G04,4,0.256022051
S1500,bglu18,G04,1,0.183733447
S1500,bglu18,G04,2,0.300899489
S1500,bglu18,G04,3,0.189803534
S1500,bglu18,G04,4,0.580761895
S1500,Col,G05,1,0.555598331
S1500,Col,G05,2,0.755334629
S1500,Col,G05,3,1.155386591
S1500,Col,G05,4,0.862234366
S1500,Col,G05,5,0.616201641
S1500,Col,G05,6,0.603625847
S1500,Col,G05,7,0.656313595
S1500,bglu2830,G05,1,0.484093692
S1500,bglu2830,G05,2,0.636252382
S1500,bglu2830,G05,3,0.808331167
S1500,bglu2830,G05,4,1.17430839
S1500,bglu2830,G05,5,0.453874166
S1500,bglu2830,G05,6,0.681420729
S1500,bglu2830,G05,7,0.528491458
S1500,tgg12,G05,5,0.471202778
S1500,tgg12,G05,6,0.700480462
S1500,tgg12,G05,7,0.553209838
S1500,tgg45,G05,1,1.004899203
S1500,tgg45,G05,2,0.701680675
S1500,tgg45,G05,3,0.554862478
S1500,tgg45,G05,4,0.65049397
S1500,pen2,G05,1,0.635660703
S1500,pen2,G05,2,0.889556473
S1500,pen2,G05,3,0.909592825
S1500,pen2,G05,4,0.73263241
S1500,pyk10,G05,1,0.668186349
S1500,pyk10,G05,2,1.044355148
S1500,pyk10,G05,3,0.606657214
S1500,pyk10,G05,4,0.792688055
S1500,bglu18,G05,1,0.955645854
S1500,bglu18,G05,2,1.150130376
S1500,bglu18,G05,3,0.990747821
S1500,bglu18,G05,4,1.136590962
S1500,Col,G06,1,4.726982027
S1500,Col,G06,2,6.683999207
S1500,Col,G06,3,6.9559203
S1500,Col,G06,4,5.449998073
S1500,Col,G06,5,3.489596736
S1500,Col,G06,6,3.803590388
S1500,Col,G06,7,2.883330433
S1500,bglu2830,G06,1,3.471358678
S1500,bglu2830,G06,2,4.923603054
S1500,bglu2830,G06,3,5.947618871
S1500,bglu2830,G06,4,7.627318003
S1500,bglu2830,G06,5,2.872826173
S1500,bglu2830,G06,6,4.188204818
S1500,bglu2830,G06,7,3.507462027
S1500,tgg12,G06,5,3.427583647
S1500,tgg12,G06,6,5.338062242
S1500,tgg12,G06,7,4.017669389
S1500,tgg45,G06,1,5.034875773
S1500,tgg45,G06,2,5.521049636
S1500,tgg45,G06,3,5.860297195
S1500,tgg45,G06,4,5.480608771
S1500,pen2,G06,1,4.697564084
S1500,pen2,G06,2,5.649308168
S1500,pen2,G06,3,6.991713727
S1500,pen2,G06,4,5.330615545
S1500,pyk10,G06,1,4.124698007
S1500,pyk10,G06,2,5.407914129
S1500,pyk10,G06,3,3.756153622
S1500,pyk10,G06,4,4.025426188
S1500,bglu18,G06,1,6.663155049
S1500,bglu18,G06,2,8.580404567
S1500,bglu18,G06,3,7.5565955
S1500,bglu18,G06,4,9.104973407
S1500,Col,G07,1,0.047142689
S1500,Col,G07,2,0.095725318
S1500,Col,G07,3,0.108786818
S1500,Col,G07,4,0.037233145
S1500,Col,G07,5,0.077573569
S1500,Col,G07,6,0.082063367
S1500,Col,G07,7,0.049754103
S1500,bglu2830,G07,1,0.052124281
S1500,bglu2830,G07,2,0.037659317
S1500,bglu2830,G07,3,0.096631935
S1500,bglu2830,G07,4,0.087170782
S1500,bglu2830,G07,5,0.060078049
S1500,bglu2830,G07,6,0.099783197
S1500,bglu2830,G07,7,0.084124913
S1500,tgg12,G07,5,0.0923736
S1500,tgg12,G07,6,0.095433453
S1500,tgg12,G07,7,0.047890644
S1500,tgg45,G07,1,0.047728787
S1500,tgg45,G07,2,0.091981734
S1500,tgg45,G07,3,0.051113348
S1500,tgg45,G07,4,0.050580558
S1500,pen2,G07,1,0.042200189
S1500,pen2,G07,2,0.042747605
S1500,pen2,G07,3,0.116885674
S1500,pen2,G07,4,0.058642406
S1500,pyk10,G07,1,0.036397235
S1500,pyk10,G07,2,0.014328094
S1500,pyk10,G07,3,0.040235828
S1500,pyk10,G07,4,0.043306397
S1500,bglu18,G07,1,0.066399585
S1500,bglu18,G07,2,0.050827403
S1500,bglu18,G07,3,0.002574867
S1500,bglu18,G07,4,0.030063563
S1500,Col,G08,1,2.736178787
S1500,Col,G08,2,4.014030245
S1500,Col,G08,3,4.323799155
S1500,Col,G08,4,3.217762047
S1500,Col,G08,5,5.634391879
S1500,Col,G08,6,4.353890508
S1500,Col,G08,7,5.634014558
S1500,bglu2830,G08,1,5.576691442
S1500,bglu2830,G08,2,4.05840756
S1500,bglu2830,G08,3,6.474910974
S1500,bglu2830,G08,4,7.832098823
S1500,bglu2830,G08,5,4.697605124
S1500,bglu2830,G08,6,8.903015447
S1500,bglu2830,G08,7,9.294359901
S1500,tgg12,G08,5,3.152301833
S1500,tgg12,G08,6,3.055285182
S1500,tgg12,G08,7,3.066372763
S1500,tgg45,G08,1,4.496008249
S1500,tgg45,G08,2,5.761101185
S1500,tgg45,G08,3,3.977294633
S1500,tgg45,G08,4,4.572052355
S1500,pen2,G08,1,3.158984538
S1500,pen2,G08,2,3.673167559
S1500,pen2,G08,3,4.36041119
S1500,pen2,G08,4,6.033003372
S1500,pyk10,G08,1,3.299830386
S1500,pyk10,G08,2,2.91819715
S1500,pyk10,G08,3,6.911782173
S1500,pyk10,G08,4,4.198201269
S1500,bglu18,G08,1,4.370076045
S1500,bglu18,G08,2,4.662615722
S1500,bglu18,G08,3,4.012482702
S1500,bglu18,G08,4,4.542195118
S1500,Col,G09,1,0.840398347
S1500,Col,G09,2,0.968366967
S1500,Col,G09,3,0.898264373
S1500,Col,G09,4,0.946840911
S1500,Col,G09,5,1.037395366
S1500,Col,G09,6,0.717106676
S1500,Col,G09,7,0.780209021
S1500,bglu2830,G09,1,0.750362038
S1500,bglu2830,G09,2,1.277180844
S1500,bglu2830,G09,3,1.364768054
S1500,bglu2830,G09,4,1.35353631
S1500,bglu2830,G09,5,0.692729982
S1500,bglu2830,G09,6,0.964039661
S1500,bglu2830,G09,7,0.876557534
S1500,tgg12,G09,5,0.642805372
S1500,tgg12,G09,6,0.618575311
S1500,tgg12,G09,7,0.724779086
S1500,tgg45,G09,1,1.116985821
S1500,tgg45,G09,2,1.224084913
S1500,tgg45,G09,3,1.132635278
S1500,tgg45,G09,4,1.080165768
S1500,pen2,G09,1,0.94914783
S1500,pen2,G09,2,0.892230109
S1500,pen2,G09,3,1.057510967
S1500,pen2,G09,4,1.184017012
S1500,pyk10,G09,1,0.791556544
S1500,pyk10,G09,2,0.792760368
S1500,pyk10,G09,3,1.358828437
S1500,pyk10,G09,4,0.759919594
S1500,bglu18,G09,1,0.971486754
S1500,bglu18,G09,2,1.012676019
S1500,bglu18,G09,3,1.167756563
S1500,bglu18,G09,4,1.187360368
S1500,Col,G10,1,1.135036374
S1500,Col,G10,2,1.157731824
S1500,Col,G10,3,1.547181175
S1500,Col,G10,4,1.189549042
S1500,Col,G10,5,1.070057543
S1500,Col,G10,6,0.857914095
S1500,Col,G10,7,0.709214025
S1500,bglu2830,G10,1,0.875375863
S1500,bglu2830,G10,2,1.068274162
S1500,bglu2830,G10,3,1.276744558
S1500,bglu2830,G10,4,1.699356617
S1500,bglu2830,G10,5,0.622704302
S1500,bglu2830,G10,6,0.972703301
S1500,bglu2830,G10,7,0.726814973
S1500,tgg12,G10,5,0.830698181
S1500,tgg12,G10,6,0.895610218
S1500,tgg12,G10,7,0.882640761
S1500,tgg45,G10,1,1.483320015
S1500,tgg45,G10,2,1.271919242
S1500,tgg45,G10,3,1.27804354
S1500,tgg45,G10,4,1.151382495
S1500,pen2,G10,1,0.989598066
S1500,pen2,G10,2,1.22114966
S1500,pen2,G10,3,1.400104849
S1500,pen2,G10,4,1.192833674
S1500,pyk10,G10,1,0.997785126
S1500,pyk10,G10,2,1.398240474
S1500,pyk10,G10,3,0.983576841
S1500,pyk10,G10,4,0.988519927
S1500,bglu18,G10,1,1.298589993
S1500,bglu18,G10,2,1.52802799
S1500,bglu18,G10,3,1.336008349
S1500,bglu18,G10,4,1.389771659
S1500,Col,G11,1,4.714952664
S1500,Col,G11,2,5.1325633
S1500,Col,G11,3,6.76653413
S1500,Col,G11,4,5.397203544
S1500,Col,G11,5,4.966982074
S1500,Col,G11,6,4.420158078
S1500,Col,G11,7,3.3703143
S1500,bglu2830,G11,1,3.782384454
S1500,bglu2830,G11,2,4.731886301
S1500,bglu2830,G11,3,5.691436601
S1500,bglu2830,G11,4,7.676971717
S1500,bglu2830,G11,5,3.223150374
S1500,bglu2830,G11,6,5.31498402
S1500,bglu2830,G11,7,3.762982565
S1500,tgg12,G11,5,3.992660978
S1500,tgg12,G11,6,5.166953015
S1500,tgg12,G11,7,4.116125016
S1500,tgg45,G11,1,6.879778574
S1500,tgg45,G11,2,5.384684887
S1500,tgg45,G11,3,5.075946489
S1500,tgg45,G11,4,5.268004372
S1500,pen2,G11,1,4.420894617
S1500,pen2,G11,2,5.554895366
S1500,pen2,G11,3,6.400751179
S1500,pen2,G11,4,5.623341824
S1500,pyk10,G11,1,4.523810047
S1500,pyk10,G11,2,6.254468501
S1500,pyk10,G11,3,4.446618002
S1500,pyk10,G11,4,5.195566754
S1500,bglu18,G11,1,6.081080748
S1500,bglu18,G11,2,6.935543445
S1500,bglu18,G11,3,6.327706403
S1500,bglu18,G11,4,6.703161797
S1500,Col,G12,1,17.78323669
S1500,Col,G12,2,23.30760201
S1500,Col,G12,3,23.09294621
S1500,Col,G12,4,20.34453338
S1500,Col,G12,5,20.43952899
S1500,Col,G12,6,19.41346217
S1500,Col,G12,7,15.37070207
S1500,bglu2830,G12,1,11.552787
S1500,bglu2830,G12,2,18.65750663
S1500,bglu2830,G12,3,22.86815589
S1500,bglu2830,G12,4,27.49950181
S1500,bglu2830,G12,5,17.10335231
S1500,bglu2830,G12,6,24.46122129
S1500,bglu2830,G12,7,16.95471319
S1500,tgg12,G12,5,22.44677433
S1500,tgg12,G12,6,24.55136962
S1500,tgg12,G12,7,20.6277392
S1500,tgg45,G12,1,22.61753722
S1500,tgg45,G12,2,18.95044474
S1500,tgg45,G12,3,20.26717628
S1500,tgg45,G12,4,22.04057976
S1500,pen2,G12,1,18.13809995
S1500,pen2,G12,2,19.66449016
S1500,pen2,G12,3,26.87838354
S1500,pen2,G12,4,21.82610221
S1500,pyk10,G12,1,16.88300552
S1500,pyk10,G12,2,20.37110041
S1500,pyk10,G12,3,14.84423051
S1500,pyk10,G12,4,17.86166864
S1500,bglu18,G12,1,23.85052243
S1500,bglu18,G12,2,27.22152525
S1500,bglu18,G12,3,24.74500998
S1500,bglu18,G12,4,27.10243324
S1500,Col,G13,1,0.028119773
S1500,Col,G13,2,0.055170149
S1500,Col,G13,3,0.045821175
S1500,Col,G13,4,0.047308583
S1500,Col,G13,5,0.046771074
S1500,Col,G13,6,0.046037037
S1500,Col,G13,7,0.078113776
S1500,bglu2830,G13,1,0.085355255
S1500,bglu2830,G13,2,0.072841683
S1500,bglu2830,G13,3,0.087145569
S1500,bglu2830,G13,4,0.10703053
S1500,bglu2830,G13,5,0.096409827
S1500,bglu2830,G13,6,0.083666534
S1500,bglu2830,G13,7,0.089048199
S1500,tgg12,G13,5,0.022738801
S1500,tgg12,G13,6,0.020822003
S1500,tgg12,G13,7,0.021352748
S1500,tgg45,G13,1,0.064467868
S1500,tgg45,G13,2,0.084088231
S1500,tgg45,G13,3,0.062648531
S1500,tgg45,G13,4,0.060862846
S1500,pen2,G13,1,0.04139153
S1500,pen2,G13,2,0.039586939
S1500,pen2,G13,3,0.050243032
S1500,pen2,G13,4,0.088650165
S1500,pyk10,G13,1,0.067479257
S1500,pyk10,G13,2,0.047811276
S1500,pyk10,G13,3,0.134852029
S1500,pyk10,G13,4,0.079251053
S1500,bglu18,G13,1,0.057511384
S1500,bglu18,G13,2,0.073547787
S1500,bglu18,G13,3,0.056050607
S1500,bglu18,G13,4,0.086294878
S1500,Col,G14,1,0.294121608
S1500,Col,G14,2,0.404094617
S1500,Col,G14,3,0.255729728
S1500,Col,G14,4,0.246809142
S1500,Col,G14,5,0.337952794
S1500,Col,G14,6,0.260710517
S1500,Col,G14,7,0.44783608
S1500,bglu2830,G14,1,0.228824436
S1500,bglu2830,G14,2,0.174486616
S1500,bglu2830,G14,3,0.289406459
S1500,bglu2830,G14,4,0.417895925
S1500,bglu2830,G14,5,0.266640716
S1500,bglu2830,G14,6,0.423529524
S1500,bglu2830,G14,7,0.386110342
S1500,tgg12,G14,5,0.397463214
S1500,tgg12,G14,6,0.273407848
S1500,tgg12,G14,7,0.421280565
S1500,tgg45,G14,1,0.403149283
S1500,tgg45,G14,2,0.471832494
S1500,tgg45,G14,3,0.481367303
S1500,tgg45,G14,4,0.409639767
S1500,pen2,G14,1,0.372493834
S1500,pen2,G14,2,0.22669991
S1500,pen2,G14,3,0.335407072
S1500,pen2,G14,4,0.472668697
S1500,pyk10,G14,1,0.220965729
S1500,pyk10,G14,2,0.127906286
S1500,pyk10,G14,3,0.419997956
S1500,pyk10,G14,4,0.297426395
S1500,bglu18,G14,1,0.277600694
S1500,bglu18,G14,2,0.279691147
S1500,bglu18,G14,3,0.239684342
S1500,bglu18,G14,4,0.211751863
S1500,Col,G15,1,1.322083478
S1500,Col,G15,2,1.701785268
S1500,Col,G15,3,1.789605252
S1500,Col,G15,4,1.169437596
S1500,Col,G15,5,1.888796632
S1500,Col,G15,6,1.478745113
S1500,Col,G15,7,1.756641129
S1500,bglu2830,G15,1,2.814791932
S1500,bglu2830,G15,2,1.981222058
S1500,bglu2830,G15,3,1.984603405
S1500,bglu2830,G15,4,3.197561346
S1500,bglu2830,G15,5,1.600755654
S1500,bglu2830,G15,6,3.04096502
S1500,bglu2830,G15,7,2.419657307
S1500,tgg12,G15,5,0.884304259
S1500,tgg12,G15,6,0.728314635
S1500,tgg12,G15,7,0.926870681
S1500,tgg45,G15,1,2.655970782
S1500,tgg45,G15,2,2.356767353
S1500,tgg45,G15,3,1.835933853
S1500,tgg45,G15,4,1.896571612
S1500,pen2,G15,1,1.803860404
S1500,pen2,G15,2,1.951250884
S1500,pen2,G15,3,1.631968827
S1500,pen2,G15,4,2.712544771
S1500,pyk10,G15,1,2.04606155
S1500,pyk10,G15,2,2.031285765
S1500,pyk10,G15,3,3.19624211
S1500,pyk10,G15,4,2.513431643
S1500,bglu18,G15,1,2.143703334
S1500,bglu18,G15,2,1.905679558
S1500,bglu18,G15,3,1.757328534
S1500,bglu18,G15,4,2.00393318
S1500,Col,G16,1,1.726721782
S1500,Col,G16,2,2.197446282
S1500,Col,G16,3,1.588845664
S1500,Col,G16,4,1.3204687
S1500,Col,G16,5,2.217201188
S1500,Col,G16,6,1.755177155
S1500,Col,G16,7,2.232242713
S1500,bglu2830,G16,1,1.381345736
S1500,bglu2830,G16,2,0.825200474
S1500,bglu2830,G16,3,1.310848696
S1500,bglu2830,G16,4,2.361393912
S1500,bglu2830,G16,5,1.329452102
S1500,bglu2830,G16,6,3.270211619
S1500,bglu2830,G16,7,1.732170352
S1500,tgg12,G16,5,3.86678194
S1500,tgg12,G16,6,3.098393373
S1500,tgg12,G16,7,3.941121978
S1500,tgg45,G16,1,2.612050345
S1500,tgg45,G16,2,2.536428218
S1500,tgg45,G16,3,1.924613134
S1500,tgg45,G16,4,1.716101353
S1500,pen2,G16,1,2.026803735
S1500,pen2,G16,2,1.513098675
S1500,pen2,G16,3,2.065525744
S1500,pen2,G16,4,2.960377234
S1500,pyk10,G16,1,1.057720408
S1500,pyk10,G16,2,0.678402314
S1500,pyk10,G16,3,2.03700342
S1500,pyk10,G16,4,1.239879457
S1500,bglu18,G16,1,1.460565484
S1500,bglu18,G16,2,1.083120908
S1500,bglu18,G16,3,1.052944828
S1500,bglu18,G16,4,1.294194879
S1500,Col,G17,1,0.1862774
S1500,Col,G17,2,0.233814032
S1500,Col,G17,3,0.214546309
S1500,Col,G17,4,0.229271304
S1500,Col,G17,5,0.196912261
S1500,Col,G17,6,0.185863847
S1500,Col,G17,7,0.177084604
S1500,bglu2830,G17,1,0.181019423
S1500,bglu2830,G17,2,0.260120939
S1500,bglu2830,G17,3,0.316428283
S1500,bglu2830,G17,4,0.290530995
S1500,bglu2830,G17,5,0.155433415
S1500,bglu2830,G17,6,0.157511396
S1500,bglu2830,G17,7,0.186085555
S1500,tgg12,G17,5,0.156313171
S1500,tgg12,G17,6,0.161827851
S1500,tgg12,G17,7,0.126873635
S1500,tgg45,G17,1,0.17662701
S1500,tgg45,G17,2,0.21716325
S1500,tgg45,G17,3,0.315320915
S1500,tgg45,G17,4,0.232519838
S1500,pen2,G17,1,0.237152962
S1500,pen2,G17,2,0.223385747
S1500,pen2,G17,3,0.244770276
S1500,pen2,G17,4,0.19502257
S1500,pyk10,G17,1,0.24795235
S1500,pyk10,G17,2,0.276158735
S1500,pyk10,G17,3,0.316564397
S1500,pyk10,G17,4,0.245679548
S1500,bglu18,G17,1,0.189212902
S1500,bglu18,G17,2,0.273828143
S1500,bglu18,G17,3,0.267705782
S1500,bglu18,G17,4,0.300981937
S1500,Col,G18,1,4.854980298
S1500,Col,G18,2,10.53379367
S1500,Col,G18,3,6.862555484
S1500,Col,G18,4,6.078495323
S1500,Col,G18,5,6.513533887
S1500,Col,G18,6,4.742336396
S1500,Col,G18,7,5.565903202
S1500,bglu2830,G18,1,4.388126423
S1500,bglu2830,G18,2,6.533106343
S1500,bglu2830,G18,3,7.514227083
S1500,bglu2830,G18,4,9.041518459
S1500,bglu2830,G18,5,5.060532886
S1500,bglu2830,G18,6,5.456056096
S1500,bglu2830,G18,7,5.92355085
S1500,tgg12,G18,5,4.712431812
S1500,tgg12,G18,6,4.265264637
S1500,tgg12,G18,7,4.518558076
S1500,tgg45,G18,1,7.260870033
S1500,tgg45,G18,2,6.509452171
S1500,tgg45,G18,3,6.044124717
S1500,tgg45,G18,4,6.731605404
S1500,pen2,G18,1,4.56936217
S1500,pen2,G18,2,5.381990108
S1500,pen2,G18,3,7.090949798
S1500,pen2,G18,4,5.664064471
S1500,pyk10,G18,1,6.06223284
S1500,pyk10,G18,2,4.97830323
S1500,pyk10,G18,3,7.29681122
S1500,pyk10,G18,4,5.521916465
S1500,bglu18,G18,1,6.640056939
S1500,bglu18,G18,2,7.399678743
S1500,bglu18,G18,3,7.379250882
S1500,bglu18,G18,4,7.328576898
S1500,Col,G19,1,26.50622426
S1500,Col,G19,2,27.55416561
S1500,Col,G19,3,35.64688044
S1500,Col,G19,4,31.09523918
S1500,Col,G19,5,18.13290186
S1500,Col,G19,6,15.76098438
S1500,Col,G19,7,12.5434924
S1500,bglu2830,G19,1,21.88637929
S1500,bglu2830,G19,2,34.3683608
S1500,bglu2830,G19,3,29.36602581
S1500,bglu2830,G19,4,38.08946489
S1500,bglu2830,G19,5,13.39129482
S1500,bglu2830,G19,6,21.31299555
S1500,bglu2830,G19,7,15.84066947
S1500,tgg12,G19,5,16.29921223
S1500,tgg12,G19,6,18.08135438
S1500,tgg12,G19,7,17.96362445
S1500,tgg45,G19,1,30.49783157
S1500,tgg45,G19,2,30.97526501
S1500,tgg45,G19,3,30.55179695
S1500,tgg45,G19,4,30.77261256
S1500,pen2,G19,1,27.00365546
S1500,pen2,G19,2,36.20014976
S1500,pen2,G19,3,30.45718919
S1500,pen2,G19,4,31.50136643
S1500,pyk10,G19,1,31.11572791
S1500,pyk10,G19,2,37.00384411
S1500,pyk10,G19,3,24.83562586
S1500,pyk10,G19,4,33.18282814
S1500,bglu18,G19,1,36.11036402
S1500,bglu18,G19,2,38.33609617
S1500,bglu18,G19,3,36.30268173
S1500,bglu18,G19,4,37.22455283
S1500,Col,G20,1,7.314275015
S1500,Col,G20,2,10.16803559
S1500,Col,G20,3,7.85069004
S1500,Col,G20,4,6.953539067
S1500,Col,G20,5,6.947067512
S1500,Col,G20,6,4.798506236
S1500,Col,G20,7,4.936981244
S1500,bglu2830,G20,1,6.357613698
S1500,bglu2830,G20,2,7.554019383
S1500,bglu2830,G20,3,8.661264427
S1500,bglu2830,G20,4,9.122700763
S1500,bglu2830,G20,5,5.457208566
S1500,bglu2830,G20,6,6.383820932
S1500,bglu2830,G20,7,5.5620747
S1500,tgg12,G20,5,5.544165022
S1500,tgg12,G20,6,5.70964177
S1500,tgg12,G20,7,5.40677465
S1500,tgg45,G20,1,11.99860338
S1500,tgg45,G20,2,7.556665401
S1500,tgg45,G20,3,7.71385535
S1500,tgg45,G20,4,7.890495437
S1500,pen2,G20,1,11.26492086
S1500,pen2,G20,2,11.14854941
S1500,pen2,G20,3,15.44033174
S1500,pen2,G20,4,14.48156202
S1500,pyk10,G20,1,6.847927363
S1500,pyk10,G20,2,7.487903803
S1500,pyk10,G20,3,7.491466701
S1500,pyk10,G20,4,7.77130228
S1500,bglu18,G20,1,8.303740183
S1500,bglu18,G20,2,8.530522621
S1500,bglu18,G20,3,9.488671599
S1500,bglu18,G20,4,9.107603256
S15,Col,G01,1,0.000394984
S15,Col,G01,2,0.000381309
S15,Col,G01,3,0.000407121
S15,Col,G01,4,0.000391665
S15,Col,G01,5,0.002757241
S15,Col,G01,6,0.006093939
S15,Col,G01,7,0.004801457
S15,bglu2830,G01,1,0.009011847
S15,bglu2830,G01,2,0.004647829
S15,bglu2830,G01,3,0.034559585
S15,bglu2830,G01,4,0.036701386
S15,bglu2830,G01,5,0.03432152
S15,bglu2830,G01,6,0.015234693
S15,bglu2830,G01,7,0.00736088
S15,tgg12,G01,5,0.000169947
S15,tgg12,G01,6,0.000183707
S15,tgg12,G01,7,0.004237677
S15,tgg45,G01,1,0.000381588
S15,tgg45,G01,2,0.000371539
S15,tgg45,G01,3,0.000398769
S15,tgg45,G01,4,0.000401556
S15,pen2,G01,1,0.000419346
S15,pen2,G01,2,0.000399109
S15,pen2,G01,3,0.000415344
S15,pen2,G01,4,0.000396201
S15,pyk10,G01,1,0.000399076
S15,pyk10,G01,2,0.007890834
S15,pyk10,G01,3,0.000436101
S15,pyk10,G01,4,0.000374156
S15,bglu18,G01,1,0.000391734
S15,bglu18,G01,2,0.00040412
S15,bglu18,G01,3,0.000383262
S15,bglu18,G01,4,0.000396511
S15,Col,G02,1,0.002881486
S15,Col,G02,2,0.004635875
S15,Col,G02,3,0.003000972
S15,Col,G02,4,0.081525024
S15,Col,G02,5,0.102157826
S15,Col,G02,6,0.059385253
S15,Col,G02,7,0.291118682
S15,bglu2830,G02,1,0.265297919
S15,bglu2830,G02,2,0.563208203
S15,bglu2830,G02,3,0.703121268
S15,bglu2830,G02,4,0.602178989
S15,bglu2830,G02,5,0.85934581
S15,bglu2830,G02,6,0.503287061
S15,bglu2830,G02,7,0.44506647
S15,tgg12,G02,5,0.084942446
S15,tgg12,G02,6,0.003232238
S15,tgg12,G02,7,0.022346698
S15,tgg45,G02,1,0.013919718
S15,tgg45,G02,2,0.003475231
